TIC ID,TOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,TESS Disposition,TFOPWG Disposition,TESS mag,TESS mag error,# PCs,Source,RA (degrees),Dec (degrees),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Epoch (BJD),Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Planet Insolation (Earth flux),Planet Eq Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Sectors,Comments,Date Created,Date Modified
231663901,101.01,4,5,5,5,4,5,4,PC,CP,12.352,0.034,1,spoc,318.736981,-55.87178,,,,,2458326.009,0.000339,1.430401,0.000032,1.638765,0.026081,22.436284,0.263814,20452.53168,242.95233,13.145008,0.144216,1193.379561,1499.044062,0.887868,464.73199,,5783,188,4.3443699,,1.1348701,1.1348701,1,,9/5/2018,3/11/2019
149603524,102.01,5,5,5,5,5,5,5,PC,CP,9.7159996,0.018,1,qlp,87.139825,-63.988332,-14.794,1.146,25.107,0.908,2458326.077,0.00013,4.4121,0.00001,3.702,0.017,14.39227,0.000081,13168.3,0.074419,16.3878,1.24769,569.664,1361,524,171.78795,13.0779,6391,70,4.73,0.11,1.15229,0.15044101,4,WASP-62,9/5/2018,2/6/2019
336732616,103.01,5,5,5,5,5,5,5,PC,CP,11.464,0.018,1,spoc,312.457486,-24.428696,8.363,2.086,14.693,0.976,2458327.253,0.000586,3.547854,0.000149,3.494333,0.049205,11.377523,0.133944,10424.3718,123.359314,14.581841,0.196435,1212.004376,1504.858953,0.800299,316.73993,,5649,188,4.3401499,0.73179102,1.1210901,0.40426999,1,HATS-3,9/5/2018,11/30/2018
231670397,104.01,5,5,5,5,5,5,5,PC,CP,9.8479996,0.018,1,spoc,319.949694,-58.148931,10.639,0.838,-12.043,0.947,2458327.673,0.000842,4.087445,0.000239,5.59014,0.066407,3.900662,0.05299,3586.196984,48.80403,12.652102,0.221452,1672.217546,1630.958624,0.808662,363.38852,64.919899,5989,192,3.6296,0.55914402,2.6644199,0.72582698,1,WASP-73,9/5/2018,11/30/2018
144065872,105.01,5,5,5,5,5,5,5,PC,CP,9.4799995,0.02,1,spoc,337.457806,-48.003098,93.626,0.828,-9.298,1.194,2458326.506,0.000156,2.184659,0.000023,2.869426,0.012752,12.92819,0.050966,11836.69122,46.940147,12.514586,0.056125,985.883704,1429.144596,0.886027,140.79532,9.9965401,5745,189,4.2204599,0.32048899,1.30241,0.193427,1,WASP-95,9/5/2018,11/30/2018
38846515,106.01,5,5,5,5,5,5,5,PC,CP,10.307,0.019,1,spoc,68.959813,-64.027039,11.062,0.364,-1.559,1.069,2458412.227,0.000487,2.849446,0.000095,3.828487,0.034519,8.135591,0.073765,7465.152575,67.93786,9.144771,0.065906,1311.274914,1534.769598,114.41741,331.84042,,6468,198,4.0829501,0.437686,1.7275,0.335922,4,WASP-100b,9/5/2018,2/8/2019
92352620,107.01,5,5,5,5,5,5,5,PC,CP,9.6389999,0.019,1,spoc,313.783235,-34.135745,24.868,1.145,-46.046,0.837,2458328.299,0.000307,3.950054,0.000088,4.557506,0.023461,14.207005,0.082188,12999.89718,75.69489,18.775574,0.097373,1098.209548,1468.219722,0.8602,198.60658,19.2318,6072.6001,54,4.0999999,0.11,1.79687,0.28603101,1,WASP-94A (planet host),9/5/2018,11/30/2018
289793076,108.01,5,5,5,5,5,5,5,PC,CP,13.096,0.017,1,spoc,316.961477,-26.096719,2.775,2.148,-11.936,2.122,2458328.085,0.000922,3.043839,0.000202,2.660993,0.073265,26.534793,0.619302,24143.22224,570.23517,13.999502,0.329885,400.955287,1141.284018,0.820267,524.46899,,5428,185,4.4142199,2.00406,0.99997097,0.99997097,1,HATS-13,9/5/2018,11/30/2018
29344935,109.01,4,5,5,5,4,5,4,PC,CP,13.18,0.019,1,spoc,313.215475,-25.687374,2.337,2.113,-9.225,2.113,2458326.128,0.001296,2.766737,0.000254,2.568721,0.112022,17.172409,0.532229,15691.95117,490.08105,11.661768,0.527223,433.482954,1163.758204,0.834164,526.01501,,5321,184,4.4362402,2.0039201,0.959997,0.959997,1,,9/5/2018,3/11/2019
281459670,110.01,5,5,5,5,5,5,5,PC,CP,11.632,0.018,1,spoc,5.618531,-59.942589,-22.409,1.237,-5.102,1.237,2458328.04,0.000446,3.174305,0.000044,2.723339,0.030983,17.075061,0.164396,15603.6931,151.40271,13.668801,0.12625,662.491006,1293.94181,100.35208,390.66101,,5750.3999,76,3.5699999,0.12,3.3408599,0.613051,"1,2",HATS-30,9/5/2018,11/30/2018
355703913,111.01,4,5,5,5,4,5,4,PC,CP,13.129,0.018,1,spoc,0.774486,-62.469317,1.875,3.301,5.381,3.301,2458326.106,0.001084,2.106098,0.000069,1.574766,0.083967,13.580831,0.57385,12430.50297,528.39557,16.683676,14.132685,720.255153,1321.269297,30.581211,,,5403,185,,,,,"1,2",HATS-34,9/5/2018,3/11/2019
388104525,112.01,5,5,5,5,5,5,5,PC,CP,11.547,0.018,1,spoc,55.933632,-65.193782,20.837,1.128,17.181,1.128,2458327.41,0.000267,2.499802,0.000022,2.87254,0.022436,16.264678,0.095111,14868.67554,87.59629,14.739273,0.111809,996.870072,1433.109547,175.80183,315.729,,5731,189,4.3541198,2.00365,1.11465,1.11465,"1,2",WASP-119,9/5/2018,11/30/2018
97409519,113.01,5,5,5,5,5,5,5,PC,CP,12.143,0.018,1,spoc,332.714337,-30.749717,0.388,2.154,-13.583,2.154,2458327.053,0.000623,3.372877,0.000147,2.63426,0.043644,18.796923,0.230641,17163.60419,212.40587,14.201803,0.154789,615.165921,1270.187448,0.829214,486.43701,,5974,191,4.30933,,1.21522,1.21522,1,WASP-124,9/5/2018,11/30/2018
25155310,114.01,5,5,5,5,5,5,5,PC,CP,10.555,0.018,1,qlp,63.374681,-69.2266,63.074,0.642,53.678,0.961,2458327.519,0.0003,3.28891,0.00002,3.362,0.036,6.705771,0.000337,6157.21,0.310126,11.0889,0.670736,584.517,1369,225,213.53696,17.927401,5675.54,40.4422,4.2758899,0.111457,1.44087,0.18371201,4,WASP-126,9/5/2018,2/6/2019
281541555,115.01,4,5,5,5,4,5,4,PC,CP,12.98,0.018,2,spoc,6.702635,-56.316103,24.783,3.411,7.511,3.411,2458329.901,0.001812,4.742745,0.000262,2.408768,0.137056,14.669267,0.562533,13420.03179,517.9781,11.517937,11.536549,246.967152,1011.066097,24.498663,515.03198,,5377,185,4.4247599,2.00401,0.98077798,0.98077798,"1,2",HATS-46,9/5/2018,3/11/2019
238176110,116.01,5,5,5,5,5,5,5,PC,CP,10.991,0.019,1,spoc,357.846395,-70.152862,96.434,1.064,-1.621,0.764,2458326.689,0.00026,2.798594,0.000049,2.366459,0.022664,18.483064,0.109788,16879.44984,101.11358,11.293845,0.108967,288.255508,1050.906681,0.808503,150.71771,8.9961796,4935.3999,64,4.4699998,0.12,0.92068201,0.106652,1,WASP-91,9/5/2018,11/30/2018
322307342,117.01,4,5,5,5,4,5,4,PC,CP,11.734,0.019,1,qlp,15.006071,-58.904725,23.161,1.185,7.475,1.185,2458328.481,0.00133,3.5855,0.00038,3.173,0.123,6.798766,0.004213,6242.33,3.88,15.2606,0.655196,668.223,1416,49,451.29901,,5704.7998,53.740101,3.7149999,0.0848528,2.6408801,0.34200999,1,HATS-68,9/5/2018,3/11/2019
266980320,118.01,2,5,5,4,4,2,4,PC,CP,9.1540003,0.017,1,spoc,349.559187,-56.903983,313.686,0.397,-20.197,0.49,2458329.2,0.001235,6.036061,0.000637,2.123832,0.09961,1.85171,0.061023,1704.034261,56.202583,4.926376,0.630906,242.435041,1006.395294,0.830483,94.984123,3.59835,5586,187,4.36763,0.27024701,1.0776,0.128732,1,,9/5/2018,3/11/2019
278683844,119.01,1,5,5,5,4,1,4,PC,,9.2340002,0.018,2,spoc,99.238408,-58.016125,51.559,0.214,-205.527,0.213,2458327.616,0.002023,5.541143,0.000132,3.03471,0.132389,0.679699,0.032176,625.829742,29.63431,2.468596,0.314115,140.124869,877.502889,20.64339,66.169197,1.59949,5332,184,4.56429,0.272717,0.82976198,0.100432,"1,2,3,4,5,6",CPC,8/30/2018,5/17/2019
278683844,119.02,4,5,5,5,4,4,4,PC,,9.2340002,0.018,2,spoc,99.238408,-58.016125,51.559,0.214,-205.527,0.213,2458328.046,0.002725,10.691543,0.000362,3.228321,0.415448,0.586885,0.043266,540.395062,39.848972,1.935791,1.243667,58.334729,704.857857,13.253164,66.169197,1.59949,5332,184,4.56429,0.272717,0.82976198,0.100432,"1,2,3,4,5,6",CPC,10/19/2018,5/17/2019
394137592,120.01,3,5,5,3,4,4,4,PC,CP,7.1440001,0.03,1,spoc,4.446424,-66.358986,65,8,-5,8,2458332.083,0.000707,11.535076,0.001035,8.555958,0.069027,2.597913,0.031416,2389.90616,28.935114,12.215808,1.480912,413.730599,1150.268323,0.825237,77.399384,4.3731799,5479.2998,57,3.77,0.079999998,2.48771,0.298399,1,,9/5/2018,2/13/2019
207081058,121.01,5,5,5,5,5,5,5,PC,FP,9.9289999,0.019,1,spoc,331.867507,-41.815509,49.52,0.685,-9.752,0.8,2458336.14,0.00037,14.775056,0.000529,5.449073,0.03672,15.425729,0.106714,14107.16966,98.28256,14.783107,2.180077,119.985215,844.115127,0.836588,174.8502,,6053,193,4.3134999,0.321619,1.2259099,0.180608,1,Warm Jupiter candidate with a possible secondary,9/5/2018,1/6/2019
231702397,122.01,1,4,1,2,4,3,4,PC,,13.048,0.04,1,spoc,332.94702,-58.945061,145.74,2,-235.21,2,2458329.121,0.002308,5.077677,0.000878,1.155359,0.447793,7.082388,0.848326,6501.890778,781.0324,2.386458,1.250847,6.457958,406.577702,0.940471,95.632545,,3318,64,4.9580998,0.40725601,0.294,0.050999999,1,Small star with a small planet candidate,9/5/2018,3/11/2019
290131778,123.01,3,5,5,5,5,5,3,PC,CP,8.8030005,0.018,1,spoc,319.699216,-26.616218,-66.01,2,-19,2,2458325.376,0.000473,3.308754,0.000101,5.634728,0.031274,3.455019,0.030544,3177.131896,28.132027,7.723223,7.723462,1078.917433,1461.728795,0.920341,72.663399,,6188,194,4.2716599,2.0058601,1.3188699,1.3188699,1,,9/5/2018,3/11/2019
29831208,124.01,5,5,5,5,5,5,5,PC,FP,11.04,0.018,1,spoc,66.582628,-67.806358,10.881,1.019,34.124,1.019,2458326.544,0.001148,1.84286,0.000046,1.719758,0.104861,2.684587,0.139724,2469.541609,128.68199,7.09999,9.345614,590.538921,1257.279635,22.854355,153.95,,5080,181,4.4815898,2.00353,0.87760198,0.87760198,"1,3",known TOI,9/5/2018,1/13/2019
52368076,125.01,1,5,5,5,5,1,2,PC,CP,10.138,0.017,3,spoc,23.593467,-66.676332,-120.164,0.605,-122.689,0.724,2458327.433,0.001879,4.653811,0.000289,2.921928,0.288457,1.094846,0.054923,1007.882466,50.584927,2.863905,1.099036,188.043192,944.46127,17.438063,110.60889,4.60357,5154,182,4.4707198,0.28501001,0.89927,0.116155,"1,2",,9/5/2018,3/11/2019
52368076,125.02,2,5,5,5,5,4,2,PC,CP,10.138,0.017,3,spoc,23.593467,-66.676332,-120.164,0.605,-122.689,0.724,2458334.457,0.002132,9.150607,0.00073,2.907668,0.380794,1.08213,0.066853,996.181819,61.571884,2.861244,1.371003,76.337181,753.882703,14.804296,110.60889,4.60357,5154,182,4.4707198,0.28501001,0.89927,0.116155,"1,2",second planet (125.02),9/5/2018,11/30/2018
52368076,125.03,1,4,1,5,4,4,1,PC,,10.138,0.017,3,spoc,23.593467,-66.676332,-120.164,0.605,-122.689,0.724,2458342.852,0.003286,19.981866,0.004595,2.991231,0.720831,1.136504,0.121919,1046.211139,112.284874,2.899664,2.696121,26.945604,581.087764,10.261628,110.60889,4.60357,5154,182,4.4707198,0.28501001,0.89927,0.116155,"1,2",period is likely correct but possibly two independent single transits,10/19/2018,3/11/2019
70440470,126.01,4,5,5,5,4,5,4,PC,CP,12.725,0.018,1,spoc,339.489277,-35.154196,-9.889,3.436,-51.002,3.435,2458326.731,0.000948,3.035381,0.000203,2.886722,0.077295,18.329994,0.362193,16740.83645,333.53653,15.044467,15.047709,718.651229,1320.533104,0.860842,556.177,,5751,189,4.3503599,,1.12237,1.12237,1,,9/5/2018,3/11/2019
234523599,127.01,5,5,5,5,5,5,5,PC,CP,14.097,0.018,1,spoc,15.551866,-61.756129,,,,,2458325.65,0.000565,3.795609,0.000069,2.042805,0.04323,61.846912,0.872572,55371.0846,803.346,23.750976,0.342044,54.250581,692.182873,58.1628,,,3424,0,,,,,"1,2",,9/5/2018,11/30/2018
391949880,128.01,1,5,5,1,4,4,4,PC,,7.9000001,0.017,1,spoc,79.520982,-80.96439,-49.058,0.091,45.56,0.094,2458328.129,0.001912,4.940663,0.000654,2.202493,0.278214,0.432821,0.030868,398.563168,28.429855,2.766351,0.943072,596.247661,1260.307212,0.854549,67.953827,1.7203799,6086,193,4.2626901,0.26143,1.3075,0.145464,1,There is a nearby (2arcsec) comoving dMag~2.5 star. If the signal originates from either the target star or nearby star it could still be a small planet.,9/5/2018,3/11/2019
201248411,129.01,3,5,5,3,4,4,4,PC,,9.8235703,0.017,1,spoc,0.185655,-54.830813,-202.614,0.216,-71.618,0.242,2458354.552,0.000149,0.980981,0.00001,0.743316,0.014155,7.657951,0.131193,7028.41767,120.82581,9.218137,2.036007,750.612716,1334.976832,108.864296,,,4486,175,4.4991398,0.338797,0.78245902,0.124009,2,TOI 129.01,9/5/2018,11/30/2018
263003176,130.01,1,4,1,5,4,3,4,PC,,7.4260001,0.019,1,spoc,12.546602,-83.743771,139.521,0.061,30.396,0.058,2458336.56,0.002205,14.339928,0.003271,4.653356,0.530555,0.446679,0.026551,411.321986,24.453753,2.36279,1.131195,115.245191,835.651991,0.805803,56.869556,1.20113,6295.7002,56.480999,,,1.1436599,0.10287,1,Centroid shift is almost a pixel away but there is no corresponding star in that position. There are two nearby stars Gmag=13 close to the NW and Gmag=18 to the SE. If the transit signal is on target it is a small planet around a bright star.,9/5/2018,3/11/2019
235037761,131.01,5,5,5,5,5,5,5,PC,FP,9.7370005,0.018,1,spoc,353.828649,-64.561912,192.826,1.943,-31.069,1.785,2458326.069,0.000449,6.240662,0.000179,1.569129,0.040222,9.940196,0.251547,9113.476719,231.65656,12.720704,4.591968,66.843455,729.26349,0.815768,,,4174,172,4.34197,0.43340099,0.90310401,0.188582,1,V shaped,9/5/2018,1/6/2019
89020549,132.01,1,4,1,2,4,4,4,PC,,10.803,0.018,1,spoc,338.399656,-43.436865,34.968,0.955,-53.891,1.391,2458326.904,0.001768,2.109307,0.00025,2.068328,0.357938,1.498733,0.091942,1379.431961,84.67819,3.307084,1.646429,687.428912,1305.950446,0.845486,155.59264,16.441099,5673,188,4.5538301,0.41890001,0.87923998,0.176641,1,Possible centroid shift toward faint star to the SE,9/5/2018,3/11/2019
219338557,133.01,1,4,1,2,4,4,4,PC,,9.8830004,0.018,1,spoc,354.397321,-58.955064,196.801,0.583,-103.153,0.549,2458327.291,0.002752,8.1952,0.001473,2.309555,0.457632,1.028066,0.089231,946.435776,82.18145,2.160801,1.917926,24.583945,567.914087,0.821221,49.013435,0.92327201,4028,170,4.55902,0.20110799,0.70894498,0.059907801,1,,9/5/2018,3/11/2019
234994474,134.01,1,5,5,5,4,1,4,PC,,9.1689997,0.019,1,spoc,350.028681,-60.065711,-319.951,0.122,-127.654,0.136,2458326.033,0.001456,1.401461,0.000137,1.264937,0.207902,0.614161,0.041098,565.503282,37.851494,1.583888,0.360332,151.581705,894.914298,0.823193,31.32925,0.162046,3794,69,4.6640902,0.104989,0.616,0.029999999,1,Level 1 candidate,9/5/2018,3/11/2019
267263253,135.01,5,5,5,5,5,5,5,PC,CP,9.2130003,0.019,1,spoc,7.328918,-76.304033,-2.475,0.725,6.249,0.751,2458325.784,0.000208,4.126904,0.000057,4.492686,0.016126,10.9872,0.036277,10068.55437,33.41181,15.947767,2.122716,1454.030397,1574.936764,0.777657,187.19601,13.9322,6888,204,4.2341599,0.355654,1.5479,0.205971,1,,9/5/2018,1/19/2019
410153553,136.01,1,5,5,5,5,1,4,PC,CP,11.877,0.064,1,spoc,340.492305,-69.169144,342.02,2,-723.83,2,2458325.726,0.000322,0.46291,0.000011,0.520794,0.106125,5.094966,0.19426,4681.643995,178.9042,1.267697,0.366063,64.621812,723.126924,0.817114,,,3043,63,5.0970702,0.42669401,0.17900001,0.032000002,1,Level 1 target. Potential short period small planet around an M dwarf.,9/5/2018,3/11/2019
176957796,137.01,5,5,5,5,5,5,5,PC,FP,10.642,0.018,1,spoc,101.297485,-66.238317,20.429,0.933,-68.724,1.327,2458327.369,0.004306,4.819018,0.001436,3.035372,0.275922,1.959621,0.17443,1803.249732,160.64334,4.458667,0.842854,99.16949,804.848741,0.883885,85.076752,3.3934901,4651,175,4.5693698,0.2,0.85824001,0.150601,1,,9/5/2018,5/23/2019
277683130,138.01,5,5,5,5,5,5,5,PC,FP,9.5340004,0.018,1,spoc,328.926025,-61.673257,-23.8,2,2.8,1.9,2458328.059,0.000797,6.198041,0.000348,2.176782,0.055149,4.048656,0.212282,3722.005937,195.5,8.294924,8.305693,267.799076,1031.744158,0.857179,128.48801,,5722,189,4.3558202,2.00367,1.11119,1.11119,1,,9/5/2018,11/30/2018
62483237,139.01,1,4,1,5,5,3,1,PC,,9.2950001,0.02,1,spoc,336.40241,-34.909709,26.495,0.137,-30.294,0.104,2458334.896,0.001811,11.058421,0.00257,2.136519,0.327214,1.48535,0.109118,1367.122742,100.4967,2.687866,1.814681,24.043659,564.767748,0.888537,42.050365,0.50868201,4356,173,4.5349102,0.3608,0.738419,0.12585901,1,Level 1 candidate,9/5/2018,3/11/2019
140068425,140.01,3,4,3,3,4,4,4,PC,,9.8059998,0.041,1,spoc,330.301571,-49.060024,33.4,1.3,-19,1.3,2458327.399,0.001311,2.28139,0.000207,0.859711,0.116683,1.170393,0.107399,1077.390775,98.91284,5.069735,5.087404,1742.578534,1647.850619,0.832334,184.118,,6174,194,4.2740402,2.0056801,1.31178,1.31178,1,,9/5/2018,11/30/2018
403224672,141.01,1,5,5,5,4,1,2,PC,,7.3579998,0.018,1,spoc,338.983747,-59.864817,-108.407,0.04,-84.301,0.045,2458325.539,0.001209,1.007908,0.000085,1.534232,0.161406,0.239317,0.011465,220.394479,10.559796,1.974088,0.429755,2928.328886,1876.180909,0.795608,48.318748,0.94286102,5795.29,44.580399,,,1.1894701,0.106891,1,,9/5/2018,3/11/2019
425934411,142.01,3,5,5,3,4,4,4,PC,,14.672,0.018,1,spoc,4.605858,-62.847876,7.384,3.364,2.723,3.364,2458325.49,0.000851,0.853319,0.000024,1.139772,0.074358,30.666931,1.798922,27850.1182,1655.4967,21.80123,12.37259,516.976666,1216.150954,22.001486,,,3658,162,,,,,"1,2",Gaia stellar radii 0.69 Rsun.,9/5/2018,2/25/2019
25375553,143.01,5,5,5,5,5,5,5,PC,CP,9.7720003,0.019,1,spoc,328.767737,-22.612599,13.054,1.103,-5.052,0.733,2458325.582,0.000343,2.310894,0.000055,3.422324,0.025078,7.560571,0.050386,6939.353936,46.406292,17.627707,3.516223,4218.115431,2055.414257,0.873101,287.28214,37.099899,6371,197,3.94807,0.439603,1.9819601,0.39518401,1,,9/5/2018,11/30/2018
261136679,144.01,1,5,5,5,4,1,1,PC,CP,5.0970001,0.063,2,spoc,84.299019,-80.46475,310.712,0.022,1049.66,0.021,2458325.505,0.001062,6.267726,0.000099,2.934834,0.265566,0.314561,0.019027,289.67936,17.524027,1.72231,0.876033,253.454047,1017.640909,13.214754,18.233269,0.168421,5992.1001,9.1633797,4.4310699,0.0147435,1.38196,0.119255,"1,4",PI Men c,9/5/2018,5/17/2019
265612438,145.01,3,4,3,3,4,4,4,PC,,11.635,0.019,1,qlp,333.174717,-55.978802,-4.019,1.117,-4.691,1.117,2458327.05,0.00317,5.12944,0.00132,4.832,0.202,3.671756,0.002519,3376.1,2.32,10.357,0.365187,502.844,1319,22,284.57001,,5510,186,4.3973699,2.0040801,1.03107,1.03107,1,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.,9/5/2018,11/30/2018
355636844,146.01,3,4,3,3,4,4,4,PC,,10.241,0.019,1,qlp,358.302105,-56.013338,72.2,2,-39.62,2,2458330.556,0.00445,6.29632,0.00401,2.938,0.305,1.063811,0.002052,979.326,1.89,,,355.48,1209,15,,,6905,204,,,,,1,Signal coming from a faint star to the SE. At least for the brighter of those it could be a planet.,9/5/2018,11/30/2018
220435095,147.01,3,5,5,3,4,4,4,PC,,11.818,0.018,1,qlp,73.641462,-57.513463,,,,,2458326.611,0.00143,3.42316,0.00033,1.95,0.406,10.565467,0.019652,9683.96,18.1,26.5768,1.73554,414.297,1256,42,,,5620.8999,125,0.2,,,,1,,9/5/2018,2/13/2019
393940766,148.01,3,4,3,3,4,3,4,PC,,11.727,0.018,1,qlp,338.320799,-38.159825,23.328,1.114,-25.746,1.114,2458327.331,0.00241,4.8661,0.00101,3.215,0.228,5.473965,0.005114,5029.02,4.71,9.70106,3.16125,326.71,1184,26,374.09299,,5783,189,4.3443699,2.0035601,1.1348701,1.1348701,1,Planet candidate around 393940766 to the NW.,9/5/2018,11/30/2018
260985861,149.01,3,5,5,3,4,4,4,PC,,10.14,0.018,1,qlp,76.635858,-80.768114,-5.5,2.3,18.2,2.2,2458327.402,0.002,3.34024,0.00049,4.077,0.323,5.532205,0.00291,5082.39,2.68,,,691.777,1428,13,,,5914,191,,,,,1,Source is apparently 260985864- which may be a planet depending on host star size.,9/5/2018,3/11/2019
271893367,150.01,3,5,5,3,4,4,4,PC,,10.865,0.019,1,qlp,112.965428,-73.606039,-16.437,1.189,26.393,0.815,2458326.278,0.00139,5.85758,0.00053,5.818,0.107,8.048769,0.001065,7385.78,0.981,14.9738,0.259698,665.638,1415,36,349.39948,65.716202,5982.8999,42.7239,4.10149,0.114333,1.79807,0.52006698,1,,9/5/2018,2/13/2019
382302241,151.01,5,5,5,5,5,5,5,PC,PC,10.976,0.018,1,qlp,83.349114,-58.745096,27.504,1.205,26.654,1.205,2458326.049,0.00331,1.59783,0.00034,1.49,0.296,1.862211,0.004951,1713.69,4.56,3.59995,0.207255,482.823,1305,10,156.10899,,5144.6699,125,4.7196498,0.2,0.67122,0.15222301,1,Large with possible synchronization,9/5/2018,11/30/2018
403287048,152.01,5,5,5,5,5,5,5,PC,FP,11.28,0.018,1,qlp,332.357493,-62.334437,-34.167,0.769,-110.858,1.412,2458327.923,0.00494,7.00776,0.00315,2.68,0.824,3.988702,0.019543,3666.99,18,8.1288,0.625284,302.511,1161,16,355.56732,53.4268,5957,192,4.2331901,0.449231,1.32287,0.28577599,1,,9/5/2018,1/6/2019
231081369,153.01,3,5,5,3,4,4,4,PC,FP,11.686,0.018,1,qlp,68.073782,-66.9163,12.131,2.933,15.615,2.933,2458329.848,0.00204,7.63227,0.00108,1.656,0.427,6.905284,0.023235,6339.82,21.4,,,93.2859,865,11,436.22501,,6142.9199,125,4.1616302,0.2,1.48728,0.40898299,1,,9/5/2018,3/11/2019
389525208,154.01,5,5,5,5,5,5,5,PC,FP,10.044,0.019,1,qlp,313.261455,-38.594922,-4.65,0.784,-10.266,0.786,2458329.36,0.00111,6.74709,0.00067,2.343,0.136,21.404148,1.705945,19520.9,1570,41.3396,11.9422,433.263,1271,40,419.00763,77.0252,6038,193,3.5901999,0.53573,2.81165,0.73167503,1,,9/5/2018,11/30/2018
129637892,155.01,1,4,1,3,4,4,4,PC,,9,0.02,1,qlp,321.114978,-37.85018,7.047,0.784,-6.328,0.732,2458326.744,0.0038,5.43636,0.00194,5.974,0.257,8.97499,0.245404,8232.2,226,18.3741,3.17363,10411.9,2814,27,197.17946,16.445801,6553,199,3.98785,0.36146799,1.95638,0.28580099,1,,9/5/2018,3/11/2019
220518305,156.01,5,5,5,5,5,5,5,PC,FP,10.277,0.019,1,qlp,41.467589,-64.320688,30.39,0.594,4.404,1.046,2458336.132,0.00186,14.14893,0.00189,3.765,0.23,20.427239,1.80382,18638.3,1660,21.7799,6.58308,250.72,1108,40,238.0873,25.899599,6241.6001,83,4.5999999,0.16,1.38684,0.234576,1,Warm Jupiter candidate with a period of about 14 days,9/5/2018,11/30/2018
140691463,157.01,3,5,5,3,4,4,4,PC,,11.976,0.018,1,qlp,73.701433,-76.680603,12.282,1.102,-18.288,1.102,2458326.546,0.00053,2.08457,0.00009,1.788,0.046,14.527606,0.005244,13291.3,4.83,14.4073,0.347154,359.167,1212,88,307.97699,,5450,185,4.4096799,2.0040801,1.0082999,1.0082999,1,,9/5/2018,2/13/2019
403136413,158.01,4,5,5,5,4,4,4,PC,,11.18,0.018,1,qlp,333.57872,-55.378981,-7.829,0.299,4.167,0.969,2458326.378,0.00219,2.51266,0.00045,2.411,0.173,3.033449,0.002942,2790.01,2.71,13.3617,0.731867,793.471,1478,22,324.439,101.106,6115.77,83,4.0799999,0.16,2.3106201,0.77792102,1,,9/5/2018,3/11/2019
394657039,159.01,3,5,5,3,4,4,4,PC,,10.477,0.018,1,qlp,51.78226,-78.549831,12.561,0.947,2.098,0.766,2458328.637,0.00055,3.76276,0.00019,4.108,0.076,14.416365,0.000912,13190.2,0.84,20.8073,3.06145,1171.71,1629,100,333.4545,42.4268,6979.2002,83,4.4299998,0.16,1.59275,0.260281,1,,9/5/2018,2/13/2019
253917293,160.01,4,5,5,5,4,4,4,PC,FP,11.233,0.018,1,qlp,337.500822,-31.924352,26.822,1.661,-27.806,0.83,2458327.376,0.00284,4.608,0.001,3.383,0.758,3.494326,0.008664,3213.22,7.98,7.99698,0.539026,724.001,1445,25,297.46149,,5848,190,4.29284,0.64686698,1.21495,0.38677201,1,Source is star to the WSW (253917292).,9/5/2018,3/11/2019
348770361,161.01,3,4,3,3,4,4,4,PC,,11.419,0.018,1,qlp,46.686556,-82.316372,14.9,2.9,4.7,2.8,2458325.703,0.00212,2.76898,0.00047,4.619,0.289,3.801785,0.001857,3495.45,1.71,,,2193.83,1906,34,333.651,,5388,185,4.4224901,2.00402,0.9849,0.9849,1,Unknown stellar (and candidate) radius. Possible small centroid shift to NW.,9/5/2018,11/30/2018
99493790,162.01,5,5,5,5,5,5,5,PC,FP,11.617,0.018,1,qlp,317.6399,-23.305814,49.496,0.968,-21.996,0.968,2458332.982,0.00071,7.76686,0.00094,3.291,0.097,26.810728,0.008501,24391.2,7.83,17.5087,0.418873,82.9216,840,74,280.311,,5508,186,4.3977799,2.0040801,1.03031,1.03031,1,,9/5/2018,12/29/2018
179317684,163.01,3,5,5,3,4,4,4,PC,,10.843,0.018,1,qlp,79.76825,-71.895529,9.817,1.401,14.232,1.11,2458328.88,0.00102,4.23163,0.00036,4.232,0.071,8.89951,0.001097,8163.25,1.01,16.4676,1.03275,1003.6,1568,57,319.89401,,6379,197,4.24089,2.0086601,1.41689,1.41689,1,,9/5/2018,2/13/2019
79395355,164.01,5,5,5,5,5,5,5,PC,FP,11.388,0.019,1,qlp,320.054288,-51.30997,17.602,0.695,-13.998,1.405,2458328.337,0.00377,7.31898,0.00224,3.771,0.886,4.143792,0.011075,3809.3,10.2,8.79673,0.51237,468.718,1296,17,351.40701,,6219,195,4.2664499,2.0062699,1.33463,1.33463,1,Potential blend with 79395356 to NE,9/5/2018,11/30/2018
