rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
292,1253.01,1253,233684822,233684822,1,,17h23m36.69s,260.902889,,,+64d51m44.51s,64.862363,,,-30.786,0.042,0.042,0,1,29.555,0.042,0.042,0,1,2458685.504,0.00218,0.00218,0,1,4.67558,0.00007,0.00007,0,1,2.088,0.487,0.487,0,1,680,1.1619,1.1619,0,1,4.01916,0.261052,0.261052,0,1,250.532,,,,,1108,,,,,9.89947,0.006,0.006,0,1,185.23,0.7705,0.7705,0,1,5779,188,188,0,1,4.88162,0.361611,0.361611,0,1,1.45,0.07,0.07,0,1,10/17/2019 0:30,5/5/2020 16:00
293,1254.01,1254,236714379,236714379,1,,15h56m48.35s,239.201466,,,+65d53m19.82s,65.888838,,,-13.864,0.042,0.042,0,1,-39.587,0.052,0.052,0,1,2458683.748,0.00037,0.00037,0,1,1.018003,0.000006,0.000006,0,1,1.363926,0.034424,0.034424,0,1,2913.337514,55.233025,55.233025,0,1,9.662544,3.600414,3.600414,0,1,2488.229921,,,,,1801.326245,,,,,10.794,0.006,0.006,0,1,199.039,1.049,1.049,0,1,5451,125.913,125.913,0,1,4.33923,0.08018,0.08018,0,1,1.0933,0.057068,0.057068,0,1,10/17/2019 0:30,5/5/2020 16:00
294,1255.01,1255,237222864,237222864,1,,19h44m58.71s,296.24462,,,+74d03m46.29s,74.062858,,,18.618,0.036,0.036,0,1,28.014,0.046,0.046,0,1,2458691.654,0.001084,0.001084,0,1,10.288882,0.000147,0.000147,0,1,1.541226,0.184097,0.184097,0,1,852.679654,36.93334,36.93334,0,1,2.70278,0.707034,0.707034,0,1,59.759255,,,,,709.122136,,,,,9.1416,0.006,0.006,0,1,65.9501,0.1013,0.1013,0,1,5126,124.385,124.385,0,1,4.49772,0.084576,0.084576,0,1,0.865815,0.052274,0.052274,0,1,10/17/2019 0:30,5/5/2020 16:00
295,1256.01,1256,274762761,274762761,1,FP,20h05m23.13s,301.346363,,,+38d13m41.97s,38.228325,,,-213.45,2,2,0,1,-576.64,2,2,0,1,2458683.948,0.004219,0.004219,0,1,1.033244,0.000324,0.000324,0,1,3.801784,0.334766,0.334766,0,1,26111.50781,1959.572754,1959.572754,0,1,4.087988,8.41243,8.41243,0,1,16.77788,,,,,516.18335,,,,,13.5608,0.008,0.008,0,1,,,,0,1,2972,157,157,0,1,5.15741,0.042517,0.042517,0,1,0.156193,0.004693,0.004693,0,1,10/17/2019 0:30,3/4/2020 12:58
296,1257.01,1257,278348461,278348461,1,KP,20h12m46.9s,303.195436,,,+18d06m17.2s,18.104778,,,16.395,0.056,0.056,0,1,-12.938,0.044,0.044,0,1,2458686.826,0.000538,0.000538,0,1,5.452752,0.000198,0.000198,0,1,3.528086,0.044194,0.044194,0,1,7531.760742,98.356255,98.356255,0,1,13.920206,0.665014,0.665014,0,1,887.515442,,,,,1392.078491,,,,,9.87463,0.006,0.006,0,1,249.325,2.774,2.774,0,1,6509,117.197998,117.197998,0,1,4.17233,0.086592,0.086592,0,1,1.56954,0.071759,0.071759,0,1,10/17/2019 0:30,12/17/2019 10:00
297,1258.01,1258,288132261,288132261,1,,13h57m56.24s,209.484313,,,+79d34m59.96s,79.583322,,,-30.956,0.047,0.047,0,1,30.681,0.037,0.037,0,1,2458691.84,0.00375,0.00375,0,1,10.26086,0.00029,0.00029,0,1,4.941,0.294,0.294,0,1,830,0.580809,0.580809,0,1,4.18561,0.232783,0.232783,0,1,230.956,,,,,1086,,,,,9.13619,0.006,0.006,0,1,154.944,0.521,0.521,0,1,6124,126.553,126.553,0,1,4.15391,0.080929,0.080929,0,1,1.49,0.07,0.07,0,1,10/17/2019 0:30,3/25/2020 12:00
298,1259.01,1259,288735205,288735205,1,,18h48m24.04s,282.100166,,,+79d15m23.31s,79.256476,,,-5.658,0.04,0.04,0,1,100.203,0.047,0.047,0,1,2458686.701,0.00023,0.00023,0,1,3.478001,0.000054,0.000054,0,1,2.464198,0.01876,0.01876,0,1,26683.93945,138.003601,138.003601,0,1,12.327204,0.879974,0.879974,0,1,153.137527,,,,,897.201843,,,,,11.1534,0.006,0.006,0,1,118.106,0.3735,0.3735,0,1,4699,129.561005,129.561005,0,1,4.54638,0.092006,0.092006,0,1,0.765001,0.054279,0.054279,0,1,10/17/2019 0:30,1/14/2020 16:00
299,126.01,126,70440470,70440470.01,1,KP,22h37m57.43s,339.489275,,,-35d09m15.13s,-35.154203,,,-9.326,0.041,0.041,0,1,-50.142,0.045,0.045,0,1,2458326.731,0.000948,0.000948,0,1,3.035381,0.000203,0.000203,0,1,2.886722,0.077295,0.077295,0,1,16740.83594,333.53653,333.53653,0,1,15.044467,15.047709,15.047709,0,1,718.651245,,,,,1320.533081,,,,,12.7923,0.006,0.006,0,1,573.027,11.688,11.688,0,1,5751,189,189,0,1,4.35036,,,0,1,1.12237,1.12237,1.12237,0,1,9/5/2018 18:34,3/4/2020 13:49
300,1260.01,1260,355867695,355867695,1,,10h28m34.58s,157.144071,,,+65d51m15.12s,65.854199,,,-177.236,0.037,0.037,0,1,-81.772,0.044,0.044,0,1,2458684.014,0.00296,0.00296,0,1,3.12716,0.000634,0.000634,0,1,1.999721,0.441535,0.441535,0,1,1216.515503,120.981262,120.981262,0,1,2.40109,2.202674,2.202674,0,1,103.280983,,,,,813.064209,,,,,10.8116,0.006,0.006,0,1,73.5977,0.1604,0.1604,0,1,4225,135.544006,135.544006,0,1,4.5756,0.1122,0.1122,0,1,0.693431,0.06908,0.06908,0,1,10/17/2019 0:30,3/25/2020 12:00
301,1260.02,1260,355867695,355867695,2,,10h28m34.58s,157.144071,,,+65d51m15.12s,65.854199,,,-177.236,0.037,0.037,0,1,-81.772,0.044,0.044,0,1,2458686.118,0.00312,0.00312,0,1,7.491237,0.001708,0.001708,0,1,2.099449,0.511153,0.511153,0,1,1541.425049,156.120941,156.120941,0,1,2.675979,2.635399,2.635399,0,1,32.221745,,,,,607.654907,,,,,10.8116,0.006,0.006,0,1,73.5977,0.1604,0.1604,0,1,4225,135.544006,135.544006,0,1,4.5756,0.1122,0.1122,0,1,0.693431,0.06908,0.06908,0,1,10/17/2019 0:30,3/25/2020 12:00
302,1261.01,1261,356311210,356311210,1,,17h52m03.86s,268.016064,,,+53d43m50.52s,53.730699,,,-4.385,0.042,0.042,0,1,18.216,0.041,0.041,0,1,2458707.836,0.004788,0.004788,0,1,,,,0,1,3.564855,0.417266,0.417266,0,1,1811.957764,201.119522,201.119522,0,1,4.933703,0.496859,0.496859,0,1,58.191883,,,,,704.425964,,,,,10.6965,0.007,0.007,0,1,199.964,0.8515,0.8515,0,1,5897,130.326004,130.326004,0,1,4.45922,0.07947,0.07947,0,1,1.01,0.049068,0.049068,0,1,10/17/2019 0:30,2/21/2020 12:00
303,1262.01,1262,365938305,365938305,1,,12h02m54.36s,180.726502,,,+74d03m39.63s,74.061009,,,-168.724,0.042,0.042,0,1,-29.722,0.037,0.037,0,1,2458693.913,0.005071,0.005071,0,1,,,,0,1,3.339885,0.617072,0.617072,0,1,592.524353,78.359444,78.359444,0,1,2.315997,1.094204,1.094204,0,1,58.610977,,,,,705.690857,,,,,9.5966,0.006,0.006,0,1,93.2276,0.18145,0.18145,0,1,5396,121.989998,121.989998,0,1,4.50457,0.081218,0.081218,0,1,0.898076,0.047819,0.047819,0,1,10/17/2019 0:30,3/25/2020 12:00
304,1263.01,1263,406672232,406672232,1,,20h37m24.87s,309.353641,,,+22d39m15.72s,22.654366,,,54.072,0.056,0.056,0,1,-57.845,0.062,0.062,0,1,2458683.55,0.002072,0.002072,0,1,1.021332,0.000153,0.000153,0,1,1.061899,0.293048,0.293048,0,1,258.141357,31.912136,31.912136,0,1,1.427326,1.369016,1.369016,0,1,1136.034668,,,,,1480.701904,,,,,8.5325,0.006,0.006,0,1,46.5539,0.0783,0.0783,0,1,5098,125.821999,125.821999,0,1,4.54682,0.083449,0.083449,0,1,0.818229,0.05005,0.05005,0,1,10/17/2019 0:30,4/24/2020 12:00
305,1264.01,1264,416195870,416195870,1,,19h08m58.1s,287.242092,,,+57d20m38.85s,57.344126,,,12.159,0.046,0.046,0,1,-13.194,0.052,0.052,0,1,2458684.616,0.000646,0.000646,0,1,2.74425,0.000122,0.000122,0,1,1.659033,0.053735,0.053735,0,1,5104.372559,119.457832,119.457832,0,1,7.943273,0.556758,0.556758,0,1,418.52597,,,,,1153.587036,,,,,10.634,0.008,0.008,0,1,141.755,0.5485,0.5485,0,1,5040,134.473999,134.473999,0,1,4.38482,0.089563,0.089563,0,1,0.974457,0.064306,0.064306,0,1,10/17/2019 0:30,4/24/2020 12:00
306,1265.01,1265,424865156,424865156,1,KP,19h28m59.33s,292.24719,,,+47d58m10.35s,47.969543,,,-18.281,0.038,0.038,0,1,8.91,0.037,0.037,0,1,2458684.772,0.000376,0.000376,0,1,2.204735,0.000058,0.000058,0,1,3.916394,0.029086,0.029086,0,1,6492.958008,45.591457,45.591457,0,1,16.66474,0.686727,0.686727,0,1,4831.125977,,,,,2126.335693,,,,,10.0274,0.006,0.006,0,1,341.079,2.414,2.414,0,1,6532.22998,109.213997,109.213997,0,1,3.96818,0.081665,0.081665,0,1,1.99356,0.081256,0.081256,0,1,10/17/2019 0:30,12/17/2019 10:00
307,1266.01,1266,467179528,467179528,1,,13h11m59.18s,197.996583,,,+65d50m01.31s,65.833697,,,-150.652,0.041,0.041,0,1,-25.368,0.039,0.039,0,1,2458691.005,0.001691,0.001691,0,1,10.895411,0.002376,0.002376,0,1,2.110273,0.318205,0.318205,0,1,2987.663818,223.544891,223.544891,0,1,2.411583,0.656462,0.656462,0,1,5.513362,,,,,390.817383,,,,,11.0402,0.007,0.007,0,1,36.0118,0.0295,0.0295,0,1,3618,157,157,0,1,4.79432,0.005376,0.005376,0,1,0.435666,0.012939,0.012939,0,1,10/17/2019 0:30,6/12/2020 12:00
308,1266.02,1266,467179528,467179528,2,,13h11m59.18s,197.996583,,,+65d50m01.31s,65.833697,,,-150.652,0.041,0.041,0,1,-25.368,0.039,0.039,0,1,2458689.965,0.003226,0.003226,0,1,18.79545,0.002552,0.002552,0,1,1.926873,0.790569,0.790569,0,1,1443.836304,195.726974,195.726974,0,1,1.674532,1.675203,1.675203,0,1,2.66484,,,,,325.864868,,,,,11.0402,0.007,0.007,0,1,36.0118,0.0295,0.0295,0,1,3618,157,157,0,1,4.79432,0.005376,0.005376,0,1,0.435666,0.012939,0.012939,0,1,11/15/2019 23:57,6/12/2020 12:00
309,1267.01,1267,158561566,158561566,1,KP,19h10m50.12s,287.708814,,,+47d19m58.98s,47.33305,,,,,,,,,,,,,2458685.285,0.00487,0.00487,0,1,6.790542,0.002588,0.002588,0,1,5.925305,0.466271,0.466271,0,1,2036.126465,160.452621,160.452621,0,1,9.250935,1.417471,1.417471,0,1,477.487396,,,,,1192.319458,,,,,11.636,0.036,0.036,0,1,,,,0,1,6378,25,25,0,1,4.438,,,0,1,2.00068,0.103465,0.103465,0,1,10/17/2019 0:30,12/17/2019 10:00
310,1268.01,1268,142394656,142394656,1,,13h13m33.26s,198.388583,,,+62d18m19.37s,62.30538,,,-66.989,0.077,0.077,0,1,-15.318,0.065,0.065,0,1,2458711.747,0.00072,0.00072,0,1,8.157668,0.00036,0.00036,0,1,3.956377,0.084,0.084,0,1,9648.527344,0.990397,0.990397,0,1,8.935117,0.329703,0.329703,0,1,89.320908,,,,,784.075745,,,,,10.1495,0.006,0.006,0,1,109.557,0.5425,0.5425,0,1,5091.200195,83.199997,83.199997,0,1,4.47,0.08,0.08,0,1,0.901802,0.03,0.03,0,1,10/17/2019 0:30,12/17/2019 10:00
311,1269.01,1269,198241702,198241702,1,,16h38m47.19s,249.69664,,,+64d33m33.05s,64.559181,,,-40.011,0.038,0.038,0,1,107.858,0.056,0.056,0,1,2458686.617,0.00778,0.00778,0,1,4.252709,0.00119,0.00119,0,1,2.471622,0.478,0.478,0,1,974.326477,2.5487,2.5487,0,1,2.659917,0.361967,0.361967,0,1,230.881348,,,,,994.550842,,,,,10.9897,0.006,0.006,0,1,172.138,0.693,0.693,0,1,5591,185,185,0,1,4.38111,,,0,1,0.848906,0.12,0.12,0,1,10/17/2019 0:30,5/26/2020 12:00
312,1269.02,1269,198241702,198241702,2,,16h38m47.19s,249.69664,,,+64d33m33.05s,64.559181,,,-40.011,0.038,0.038,0,1,107.858,0.056,0.056,0,1,2458685.969,0.004297,0.004297,0,1,9.239092,0.000461,0.000461,0,1,2.910432,0.446317,0.446317,0,1,664.642833,64.69092,64.69092,0,1,2.315918,0.841565,0.841565,0,1,82.175833,,,,,767.901965,,,,,10.9897,0.006,0.006,0,1,172.138,0.693,0.693,0,1,5591,185,185,0,1,4.38111,,,0,1,0.848906,0.045284,0.045284,0,1,2/26/2020 20:41,5/26/2020 12:00
313,127.01,127,234523599,234523599,1,CP,01h02m12.45s,15.551889,,,-61d45m22.08s,-61.756133,,,78.858,0.087,0.087,0,1,-27.095,0.064,0.064,0,1,2458325.65,0.000565,0.000565,0,1,3.795609,0.000069,0.000069,0,1,2.042805,0.04323,0.04323,0,1,55371.08594,803.346008,803.346008,0,1,23.750977,0.342044,0.342044,0,1,54.25058,,,,,692.182861,,,,,14.1266,0.007,0.007,0,1,140.225,0.86,0.86,0,1,3424,,,0,1,4.438,,,0,1,1,,,0,1,9/5/2018 18:34,12/17/2019 10:00
314,1270.01,1270,237200747,237200747,1,FP,19h32m07.8s,293.032494,,,+74d53m27.86s,74.891073,,,-12.978,0.045,0.045,0,1,-13.983,0.041,0.041,0,1,2458715.659,0.00035,0.00035,0,1,14.304155,0.00008,0.00008,0,1,3.254806,0.056,0.056,0,1,44910.70313,0.298821,0.298821,0,1,17.45406,0.517949,0.517949,0,1,33.656204,,,,,614.3078,,,,,11.463,0.006,0.006,0,1,171.138,0.664,0.664,0,1,5056.600098,91.300003,91.300003,0,1,4.53,0.09,0.09,0,1,0.828058,0.03,0.03,0,1,10/17/2019 0:30,3/4/2020 12:58
315,1271.01,1271,286923464,286923464,1,KP,13h34m02.39s,203.509956,,,+53d43m41.48s,53.728188,,,-85.877,0.052,0.052,0,1,-78.913,0.038,0.038,0,1,2458712.662,0.00093,0.00093,0,1,6.134842,0.00056,0.00056,0,1,5.6457,0.338,0.338,0,1,3516.19165,46.634304,46.634304,0,1,12.278639,0.367833,0.367833,0,1,983.489746,,,,,1428.276245,,,,,7.4556,0.006,0.006,0,1,92.2589,0.2358,0.2358,0,1,5828.700195,80,80,0,1,3.84,0.08,0.08,0,1,2.05106,0.06,0.06,0,1,10/17/2019 0:30,1/23/2020 16:00
316,1272.01,1272,417948359,417948359,1,,13h16m47.09s,199.196204,,,+49d51m39.81s,49.861059,,,-63.3,0.033,0.033,0,1,4.659,0.03,0.03,0,1,2458713.032,0.00178,0.00178,0,1,3.315997,0.00048,0.00048,0,1,1.547638,0.34,0.34,0,1,2655.314941,135.727264,135.727264,0,1,4.289363,0.240595,0.240595,0,1,217.521576,,,,,979.479492,,,,,11.0244,0.006,0.006,0,1,137.572,0.402,0.402,0,1,4972.700195,61.900002,61.900002,0,1,4.54,0.09,0.09,0,1,0.809032,0.02,0.02,0,1,10/17/2019 0:30,6/8/2020 12:00
317,1273.01,1273,445859771,445859771,1,,14h16m29.01s,214.120856,,,+58d23m24.91s,58.390253,,,37.07,0.081,0.081,0,1,-44.439,0.072,0.072,0,1,2458712.347,0.00111,0.00111,0,1,4.631438,0.00039,0.00039,0,1,1.577681,0.124,0.124,0,1,5198.299316,210.631805,210.631805,0,1,11.109674,4.648161,4.648161,0,1,358.963287,,,,,1110.151489,,,,,10.418,0.006,0.006,0,1,177.118,1.214,1.214,0,1,5736,164.800003,164.800003,0,1,4.39,0.07,0.07,0,1,1.06597,0.06,0.06,0,1,10/17/2019 0:30,3/25/2020 12:00
318,1274.01,1274,459969957,459969957,1,,16h59m15.88s,254.816154,,,+65d44m50.78s,65.747438,,,-72.167,0.063,0.063,0,1,74.449,0.056,0.056,0,1,2458693.043,0.00151,0.00151,0,1,19.318464,0.00054,0.00054,0,1,4.305373,0.243,0.243,0,1,13343.05957,220.6698,220.6698,0,1,9.207958,0.521125,0.521125,0,1,17.077251,,,,,518.470703,,,,,11.8994,0.006,0.006,0,1,178.141,0.957,0.957,0,1,4968.100098,172.399994,172.399994,0,1,4.5,0.1,0.1,0,1,0.80494,0.05,0.05,0,1,10/17/2019 0:30,12/17/2019 10:00
319,1275.01,1275,13499636,13499636.01,1,,21h20m48.46s,320.201905,,,+28d03m20.98s,28.055829,,,52.835,0.06,0.06,0,1,19.537,0.067,0.067,0,1,2458714.597,0.007187,0.007187,0,1,11.324682,0.010262,0.010262,0,1,5.970414,0.489038,0.489038,0,1,1937.583008,250.30127,250.30127,0,1,4.291723,0.410933,0.410933,0,1,59.170609,,,,,707.369385,,,,,10.5954,0.006,0.006,0,1,138.591,0.823,0.823,0,1,5518,130.132996,130.132996,0,1,4.59176,0.083156,0.083156,0,1,0.824734,0.044294,0.044294,0,1,10/17/2019 0:30,12/17/2019 10:00
320,1276.01,1276,43064903,43064903.01,1,FP,20h10m40.59s,302.669134,,,+40d40m07.06s,40.668628,,,294.477,0.084,0.084,0,1,-86.018,0.09,0.09,0,1,2458712.549,0.004739,0.004739,0,1,6.264298,0.002524,0.002524,0,1,2.389982,0.306185,0.306185,0,1,9097.780273,1337.177979,1337.177979,0,1,2.337752,0.27781,0.27781,0,1,2.768842,,,,,328.998779,,,,,12.5405,0.007,0.007,0,1,24.5209,0.03105,0.03105,0,1,3145,157,157,0,1,5.04431,0.022945,0.022945,0,1,0.211257,0.006205,0.006205,0,1,10/17/2019 0:30,12/17/2019 10:00
