tid,harmonic,sector,period,zeta,deltchi2,kurtosis,duration,tau0,depth
31850842,1.0,2,2.31993,43704.6,322820.0,75.0129,0.04175874,1354.2874714053594,0.043998778
32000625,5.0,13,3.50856,34505.7,57098.9,14.9559,0.0350856,1654.2276174953904,0.03525752
32008233,14.0,7,1.98253,8801.15,69339.5,6.46703,0.026056108571428614,1492.2302918626317,0.15775013
32050581,2.0,13,3.11285,8301.63,509.085,33.6242,0.0560313,1655.200790806041,0.0064937472
32150630,4.0,13,5.96876,53864.7,18465.6,43.6705,0.03581256000000001,1656.950716550463,0.038595885
32200310,7.0,1,2.52323,7840.95,1.41e7,5.67285,0.0346042971428571,1327.1965619255218,0.114633024
32268776,8.0,3,1.90606,10698.2,2.25e8,9.09858,0.03621513999999998,1387.839675262424,0.07839605
32282599,7.0,3,4.45877,27723.6,62318.4,16.2149,0.039491962857142855,1389.233559265202,0.015627429
32284829,10.0,3,4.64228,10148.8,3.35e6,9.05843,0.04270897600000003,1389.1571570207207,0.0739429
32449963,1.0,10,6.51999,25821.3,52292.4,191.839,0.13039980000000004,1574.7027295082896,0.02477336
32543789,8.0,5,2.55284,4022.12,641195.0,4.07701,0.03382513,1439.4034895270959,0.055354208
32551761,5.0,3,2.71296,9471.19,7871.22,11.3284,0.036896256,1388.238270087671,0.0012806952
32702481,3.0,5,5.69282,32178.0,553734.0,56.1069,0.037952133333333325,1438.348965732618,0.045671612
32759110,2.0,6,4.07704,57999.2,15595.0,82.0486,0.04077040000000001,1469.6116357706471,0.07505995
33419790,7.0,6,7.05714,34774.9,73995.2,31.1208,0.036293862857142846,1468.6177179757656,0.013704807
33576348,14.0,3,6.21339,15891.7,3.78e6,9.5959,0.03816796714285719,1391.0562958517523,0.054454148
33596460,8.0,3,3.3941,5785.04,121203.0,5.24929,0.034789524999999995,1386.3661276267464,0.03044784
33689349,1.0,6,3.49747,3253.72,685.844,25.0955,0.06295445999999999,1471.7625640920148,0.0033465624
33715938,4.0,13,5.75675,51458.5,88155.5,50.6478,0.037418875000000004,1655.1641506225085,0.025719881
33742428,1.0,6,2.48856,6705.84,973.063,47.7683,0.09456528000000002,1469.0292345963207,0.0013258755
33834253,1.0,5,3.23234,12982.5,1087.18,47.7682,0.03878808,1438.6854521277428,0.010391414
33862174,2.0,5,2.82886,60731.2,6664.11,47.1955,0.03960404,1440.653938178888,0.024700522
33864821,3.0,7,2.43157,19577.3,3720.55,20.8249,0.04376826000000001,1492.3855170186605,0.033321917
33912852,2.0,2,3.40998,47845.5,67402.8,36.9638,0.03750978,1355.770024073867,0.006608963
34107676,7.0,5,2.38104,4784.77,238147.0,4.45551,0.035375451428571444,1438.1766659594605,0.042165756
34145330,10.0,5,6.40475,33956.7,1.04e6,17.39,0.03458565,1441.0933457608135,0.05346197
34236395,9.0,5,3.95655,32678.6,959502.0,17.5847,0.03604856666666667,1440.9861547426185,0.18939152
35009375,4.0,9,4.28537,27079.0,17302.1,17.6723,0.036425644999999986,1546.541625101099,0.0050570965
35101462,1.0,4,4.1726,21613.9,1766.51,73.4629,0.050071199999999996,1413.8239724294788,0.005021006
35349987,1.0,12,10.7389,47511.0,1337.54,192.128,0.10738899999999998,1625.7408919156292,0.012776375
35481236,1.0,7,1.84327,32318.8,246394.0,46.0935,0.04055194,1493.196120127869,0.037528634
35743561,1.0,4,2.72111,9344.08,3727.63,30.603,0.043537759999999995,1413.5844638693964,0.0100669265
35744583,6.0,4,12.4146,34138.7,15776.2,36.327,0.04965840000000001,1411.0077551793395,0.01871568
35744707,11.0,4,3.81093,8307.2,2.63e6,5.52299,0.033951921818181796,1414.1967046932382,0.1330539
36883123,17.0,4,2.84968,6402.29,3.42e6,4.91927,0.03453141647058818,1411.050390468759,0.030287862
37435039,2.0,8,3.19858,15962.6,7.21e6,67.0252,0.03838296,1518.0274034640454,0.029560685
37601240,6.0,6,4.38873,25863.8,1.25e6,24.6176,0.03510984,1472.4893194570334,0.033083558
37817410,5.0,5,13.0337,3809.54,16377.3,15.2934,0.057348279999999995,1448.4225087289858,0.0033050776
38399380,7.0,4,3.97705,14133.7,265654.0,9.92373,0.034089,1412.4858209652948,0.04217744
38465274,7.0,4,4.83899,13179.2,12279.3,9.66485,0.03456421428571429,1413.792691698931,0.012914002
38586438,4.0,12,4.44541,51413.7,302578.0,21.2541,0.03556327999999999,1628.1580053809832,0.08904213
38589392,5.0,5,1.88867,13800.7,1.63e6,8.92638,0.036262463999999994,1438.7781854049924,0.061389744
38687360,10.0,5,5.07693,18865.8,7.61e6,9.76204,0.043661597999999996,1439.8056286922013,0.03257519
38699825,8.0,6,8.33841,37834.7,106160.0,29.4432,0.0354382425,1469.345218689606,0.009124309
38707340,6.0,13,3.38337,3776.3,5656.32,5.29224,0.04060044000000003,1656.0725328459803,0.007199079
38937499,2.0,2,4.05536,30096.5,2658.32,57.0708,0.03244288,1356.8982860090466,0.001096338
39818458,2.0,6,7.6309,34465.8,18538.0,125.676,0.04578539999999999,1475.3766497849647,0.009167403
40534599,21.0,9,3.74606,6172.53,547024.0,4.69844,0.03496322666666671,1547.3699882222727,0.021854937
41170667,4.0,13,1.94813,14625.0,9736.09,10.7952,0.038962600000000014,1654.1665913160853,0.004127085
41561453,6.0,12,9.08271,41337.8,148673.0,34.356,0.048441120000000004,1628.202194859365,0.021146655
41833926,2.0,2,1.02177,31691.9,1.48e6,18.7397,0.03474017999999997,1354.8560061136798,0.019607693
41896812,4.0,2,5.04403,35715.3,67531.5,42.0035,0.037830225,1356.1322222987833,0.022364289
42828781,2.0,6,5.88578,38325.2,8044.99,59.8179,0.041200459999999994,1468.9264314006734,0.0066074133
42991745,1.0,6,1.42173,20815.6,5.38e6,33.4186,0.15070338000000005,1469.083475538696,0.037053466
43398254,3.0,2,0.905024,3000.02,6.28e6,4.01138,0.03378756266666666,1354.542160562137,0.08070332
43533897,9.0,5,2.82038,11138.0,1.95e7,6.73063,0.03572481333333333,1440.514786764013,0.26476526
43712632,10.0,5,4.63146,6265.93,3495.01,8.56422,0.07039819200000001,1441.1481429080927,0.0028971732
43846099,6.0,5,2.54053,12179.6,5.29e7,7.26674,0.03895479333333333,1439.9381845962869,0.1165818
43864479,9.0,5,5.35058,11948.5,25435.6,7.10255,0.040426604444444444,1441.1477851953568,0.005235374
44623916,2.0,1,1.88961,30928.1,12439.2,28.7816,0.035902590000000005,1327.1341901351805,0.006165266
44790502,3.0,5,1.9153,16495.8,75744.1,9.04127,0.03447540000000001,1439.0423419946421,0.008510292
46313508,3.0,6,3.09784,23327.4,6231.76,25.0615,0.045434986666666684,1469.2852227193796,0.003844738
47175622,1.0,8,1.52354,11649.0,2623.47,28.47,0.03656496,1518.6378911846273,0.0050050616
47309500,6.0,12,2.32071,8429.51,9.0e6,5.69759,0.039452070000000034,1625.3270771841212,0.067980945
47352608,2.0,9,0.886807,8584.69,6.15e6,6.21643,0.03458547300000001,1545.0138526562569,0.032279223
47763235,7.0,6,1.46698,6821.15,1.51e6,5.79862,0.034369245714285714,1469.300482847233,0.00091415644
48063032,3.0,9,1.75893,15436.5,28457.4,15.1024,0.03635121999999998,1545.4983437508122,0.012679875
48063034,5.0,9,2.93157,21651.8,51997.7,15.2239,0.03517883999999999,1546.670584263546,0.01587069
48227288,4.0,11,11.5869,41875.3,26852.8,68.4847,0.04055415,1605.2830680748336,0.008941114
48318875,5.0,11,1.51418,2768.27,73414.6,4.24874,0.03512897600000005,1600.0564046696552,0.0145460665
48372732,4.0,9,4.38069,28502.7,994829.0,24.3316,0.03942621000000001,1544.4944991763298,0.028783768
48658291,1.0,6,1.58784,34016.0,20061.6,61.6086,0.038108159999999995,1469.1626577041302,0.005899757
49003142,2.0,9,5.00551,13422.6,182967.0,89.7194,0.035038570000000005,1544.4471661691923,0.012740135
49534600,1.0,13,7.95292,50685.9,2429.83,152.111,0.06362336,1662.0528565420855,0.0051268935
49547177,18.0,6,5.55597,7349.71,3.02e6,7.54745,0.03148382999999998,1471.4344169956591,0.0074600577
49558810,3.0,3,10.0631,45840.9,4316.83,85.0433,0.060378600000000004,1389.5797218212656,0.0118303895
50528312,1.0,6,5.27356,25748.2,13981.3,171.648,0.0527356,1470.4433059436933,0.008200973
50758245,1.0,7,4.51485,20910.6,3543.06,66.1395,0.0451485,1494.980367245863,0.0009780526
50897998,1.0,6,1.48518,23717.6,481579.0,40.0709,0.04158503999999999,1468.4574831520974,0.004814744
51104846,3.0,7,8.71349,23500.1,3.0e6,44.7517,0.05808993333333332,1496.7790382704882,0.06147042
52368472,6.0,1,1.95497,4806.59,921871.0,4.45014,0.033886146666666665,1326.7251635640303,0.012511879
52382500,14.0,2,2.75534,2800.71,53213.3,3.97743,0.03581942000000001,1356.1252263866493,0.0029167533
52641430,3.0,7,5.01469,34712.1,9454.1,29.0562,0.03677439333333334,1492.526903459552,0.0067005157
52641431,9.0,6,7.5223,31678.1,7138.96,22.5443,0.03677568888888889,1470.7932104115566,0.0067566335
52924466,1.0,7,10.6126,13406.3,399.007,131.377,0.0424504,1492.6964126807572,0.002541408
53292822,1.0,8,4.9351,15927.2,91046.2,109.132,0.049351000000000006,1519.0485490717256,0.0048975945
53603189,10.0,7,4.18653,8062.0,1.93e6,5.29535,0.03349223999999999,1492.3921679473801,0.008833617
53842685,4.0,1,1.49562,5845.66,1.47e6,4.83897,0.039633930000000046,1326.449601908911,0.007214576
53997651,2.0,9,2.91744,28626.9,47901.0,62.7777,0.04667904,1545.268194549775,0.2355004
54001270,3.0,1,7.04773,46526.9,293661.0,64.1996,0.03758789333333334,1331.377326330947,0.04652813
54018297,1.0,3,1.93971,23231.3,410152.0,62.9495,0.06595014000000002,1386.0547056328558,0.02205041
55369219,6.0,3,11.8762,40694.0,5220.48,45.4803,0.03958733333333333,1389.7830682060423,0.0053094625
55404385,1.0,12,2.95266,52625.8,363864.0,94.0724,0.03543192,1627.9088388564687,0.009955943
55489734,3.0,7,13.012,3564.82,451.695,61.6407,0.026024000000000002,1500.8218548885231,0.000346303
55497281,1.0,2,13.0294,4594.5,94952.5,183.246,0.0521176,1360.7122344158115,0.010047615
55524055,2.0,12,5.29911,63469.6,11692.3,76.5335,0.04239288000000001,1627.419515168557,0.035918444
55652785,2.0,1,3.38788,11375.6,1868.44,31.7973,0.050818200000000015,1325.9001972635035,0.0029730797
55659311,1.0,6,5.595,7968.83,312.486,66.3097,0.06714,1472.0459340277096,0.0024340749
55756813,11.0,13,1.88678,4240.37,471833.0,4.09677,0.03567729454545452,1654.6495547189938,0.029627502
55839455,15.0,13,3.16253,6696.62,333938.0,6.6317,0.03710701866666661,1660.0722292913194,0.004522085
55896456,9.0,5,4.18304,11616.2,1.43e6,6.89848,0.03439388444444444,1441.6123867250883,0.07993248
55999432,2.0,5,3.89115,9007.81,4366.18,53.7472,0.05058495000000001,1439.1207169697316,0.0048601627
56001210,4.0,5,1.51493,4729.59,143059.0,4.44146,0.034085924999999975,1439.3066767382404,0.023588717
56127811,2.0,5,7.44994,83439.1,39924.3,79.2868,0.05214958,1438.9525799242192,0.01002717
56128191,1.0,5,3.11181,9720.39,614.651,55.9973,0.04978896,1439.1832360056296,0.0051079392
56332484,2.0,8,1.84542,20308.0,782501.0,17.8382,0.03506298,1518.948452907558,0.0059830546
56630835,22.0,8,4.52766,4791.49,109695.0,4.72573,0.035398069090909104,1519.5943650989768,0.0018160939
58466459,1.0,10,3.87175,29387.3,687.688,66.0409,0.0387175,1571.6321394035836,0.0067438483
59038877,5.0,5,1.52685,5275.65,1.3e8,4.67155,0.036033659999999954,1438.8625998892528,0.18881437
59038880,2.0,5,0.610713,5297.26,8.22e7,4.70389,0.037253492999999964,1438.2500826838489,0.32909748
59661876,3.0,13,1.92682,29909.3,508567.0,19.0247,0.03725185333333333,1658.345853542714,0.016488373
59759791,4.0,8,1.56289,16088.5,2.43e6,15.7973,0.034383579999999976,1518.5360909943424,0.050678134
60479151,8.0,6,3.35138,16340.2,10367.8,14.636,0.03854086999999998,1469.5563374785763,0.0057193637
60655023,11.0,8,6.1362,25107.8,149200.0,17.6191,0.03570152727272725,1518.729380738683,0.0065366626
60658382,1.0,8,7.75139,14660.1,166649.0,113.911,0.062011119999999996,1523.004796152012,0.007361591
60979860,5.0,8,11.9358,10452.0,75917.2,57.1751,0.038194559999999995,1522.3770836299182,0.010856688
61003803,17.0,8,3.93879,5482.15,56784.9,4.84783,0.03429064235294118,1519.9266582237865,0.0064495206
61724376,7.0,13,6.67725,16496.4,3600.49,24.6134,0.04006350000000002,1661.967296569962,0.0049007535
61730680,7.0,13,2.35578,6073.03,760830.0,4.66157,0.03567323999999999,1658.2838612598837,0.026344895
62455702,2.0,8,3.37099,8334.37,10588.7,11.7185,0.040451879999999996,1517.4438069898579,0.0046104193
63037741,1.0,1,12.2952,10974.1,303.619,152.411,0.0737712,1327.5403907801297,0.0018516183
63192395,4.0,7,6.13007,51096.1,17533.3,48.7401,0.039845455,1491.7991184731063,0.008528352
63280198,2.0,1,4.0968,22694.4,2836.72,52.7704,0.040968,1328.1696651288946,0.0010686219
63785934,1.0,3,1.47016,7249.68,1278.94,26.0421,0.05586607999999997,1386.8695331118568,0.001905024
63818344,6.0,3,9.46915,3004.11,697.689,14.1264,0.05050213333333332,1391.2667852149264,0.0015633106
64608449,2.0,7,4.50058,27768.0,3892.26,61.0954,0.04050522000000001,1494.9973431384835,0.001265943
65348716,6.0,4,2.96894,18154.7,453314.0,12.1383,0.03463763333333332,1412.704603198936,0.030143201
66509654,1.0,7,2.64465,17668.5,3453.3,91.685,0.06347159999999999,1493.888281607235,0.10828
66602813,1.0,7,2.76407,19121.4,1.17e6,80.4636,0.04422512,1493.9221868061452,0.04216957
67267845,3.0,12,3.03802,21618.8,4290.67,35.774,0.05063366666666664,1631.7320078638716,0.005917102
67559369,1.0,3,10.4042,11851.6,386.584,96.4827,0.06242519999999999,1387.4927617113156,0.0004849732
67686223,8.0,5,3.33522,14099.4,2.66e6,7.60908,0.034186005000000005,1438.330359027473,0.09178254
67686556,5.0,5,1.60754,5581.91,4.4e8,4.96048,0.04115302400000004,1438.2165846940181,0.1470657
67687692,5.0,5,3.3208,23190.4,4.02e6,13.5916,0.03586464000000002,1438.8558807754703,0.050798893
67688552,2.0,5,2.92425,33699.5,264775.0,52.6112,0.03801525,1440.2167383163544,0.02610594
67719432,8.0,5,8.01279,21801.8,743092.0,15.6703,0.036057555000000005,1439.3692730954967,0.113135576
67808952,4.0,5,1.31089,4687.89,387226.0,4.35088,0.034083140000000005,1439.0002517421033,0.04475504
68416596,2.0,12,9.45969,2775.11,3874.32,14.909,0.03783876,1637.1889929208312,0.007886544
69838619,10.0,2,3.83322,6585.01,69372.1,4.82081,0.05213179199999993,1355.8001588582636,0.011163205
69889494,12.0,2,6.10763,26451.8,3.36e7,14.0917,0.03460990333333333,1357.5904602675819,0.059506297
70717462,1.0,9,2.94823,25225.8,2183.53,87.0952,0.04717168,1546.5692062494356,0.001977086
70761941,12.0,2,3.18475,2642.21,3.9e6,3.65722,0.03397066666666665,1356.12616480726,0.120144635
71026173,9.0,5,6.11578,17369.3,88296.5,8.65602,0.04213092888888887,1443.7440786836798,0.01385802
71107089,11.0,5,3.93354,3443.0,278407.0,3.84815,0.036474643636363636,1439.5176360919677,0.04061055
71298511,1.0,9,2.15266,25629.5,60285.8,82.1901,0.034442560000000004,1546.45437767419,0.024883062
71546916,1.0,9,9.86052,42893.6,11003.8,209.256,0.05916312,1547.6070442473524,0.009232402
72229825,3.0,10,5.38637,2994.6,178.662,21.1552,0.03950004666666667,1570.9223495445108,0.0061962605
72588909,9.0,3,5.15967,6114.2,18481.9,5.72983,0.04357054666666669,1389.9558919888461,0.0024397373
72636949,5.0,3,2.47822,14903.5,2.02e6,17.2576,0.040642807999999996,1388.4143595525811,0.013279408
72637266,12.0,3,2.53207,6128.56,126370.0,5.17929,0.03798104999999997,1386.3821577326328,0.0248698
72782654,3.0,6,10.472,3184.76,59880.9,103.767,0.03490666666666666,1471.243633393225,0.00087338686
73386477,5.0,9,5.4514,38859.9,969646.0,38.5224,0.03706951999999998,1548.4816492928442,0.043489337
73455146,11.0,11,7.36353,10779.6,29299.7,7.19423,0.04685882727272728,1606.835100616939,0.00506258
74528318,1.0,9,4.67022,25359.1,249993.0,149.651,0.04670219999999999,1548.1451936881979,0.040035605
74528791,3.0,8,5.40616,27746.3,627443.0,37.9173,0.03964517333333333,1518.0985706025144,0.011420697
75352949,5.0,3,2.3601,9849.18,54607.5,8.10784,0.03492948,1388.0718702387485,0.0083088875
75377304,7.0,3,2.81803,3595.56,309441.0,4.34606,0.03462151142857142,1386.5887307408696,0.026420176
75818403,6.0,9,3.38112,4940.51,7185.89,6.93079,0.04170048000000001,1546.1101518241267,0.02701199
75969405,1.0,11,4.61067,19575.2,76492.2,154.956,0.07377072,1601.8811137181317,0.037507236
76698707,8.0,11,2.11144,10117.6,14456.6,9.62207,0.03536662000000003,1600.6783948971622,0.005604744
77158150,3.0,5,7.46112,37138.2,438913.0,43.8704,0.05968895999999999,1443.014031813313,0.013192207
77209028,4.0,5,4.55036,41452.8,46096.4,26.7971,0.03412770000000001,1441.5889758377784,0.015199482
77437462,4.0,5,2.43198,32731.7,5410.63,31.1697,0.02067183,1438.67383514049,0.013885796
77557473,4.0,10,2.32613,21186.2,1.04e6,16.0317,0.034891950000000005,1573.3685832373526,0.09696892
77630842,11.0,8,1.48444,7954.82,147894.0,6.88598,0.028879105454545497,1518.043390122684,0.8185551
77703308,9.0,5,6.71631,31298.1,514676.0,18.6439,0.03582032000000001,1441.6002971165535,0.07546079
78151317,2.0,8,2.87832,15384.6,920346.0,29.2273,0.037418160000000006,1518.4643617778938,0.051842034
78450017,4.0,7,3.77552,17044.2,2190.8,27.513,0.04153072000000001,1491.7274489992715,0.044998527
78568736,1.0,7,8.21838,65852.1,12084.7,206.689,0.06574703999999999,1491.9120433661408,0.009678721
78636551,22.0,12,4.54127,5671.86,269956.0,6.45544,0.05449523999999988,1632.0079798680479,0.0039902627
78817217,1.0,7,8.88803,27628.8,8343.2,161.625,0.05332818,1496.4068598502668,0.0052981973
79225651,3.0,1,2.67836,39604.0,1.05e7,40.26,0.051781626666666636,1327.3205897388887,0.032230616
79403459,7.0,1,3.04715,18828.0,5.21e7,11.725,0.04701317142857138,1327.0969128580368,0.08678025
79548760,1.0,3,7.97283,29887.0,998.616,143.188,0.06378264,1392.3691345372752,0.0014999807
79565128,3.0,3,4.86973,12007.2,3014.63,27.7113,0.04869729999999999,1386.5769121916433,0.011093974
80025900,1.0,8,4.05942,6719.34,628.572,61.1263,0.05683188000000001,1519.1324839269016,0.00705871
80059889,2.0,13,6.06402,77405.9,13549.6,70.7413,0.042448139999999995,1660.675264115214,0.0120099485
80252615,3.0,13,4.04186,24183.5,3391.67,45.9007,0.04311317333333332,1658.6736703012537,0.0016453862
80556181,2.0,7,5.639,28916.6,3326.42,63.3522,0.05075099999999999,1496.605322986804,0.006298095
80650858,2.0,8,3.83194,12495.9,3389.04,30.5274,0.042151339999999995,1521.01107978956,0.0029929876
80659292,5.0,7,9.9563,21560.3,397232.0,19.271,0.039825200000000005,1499.7712142243738,0.05679947
80781425,16.0,10,2.42389,5459.28,261085.0,5.19783,0.03938821250000002,1571.0628536986371,0.02269724
82580956,4.0,10,3.78876,7483.63,1959.54,22.8317,0.05872578000000002,1571.6664487898393,0.0010163188
83135408,2.0,10,1.80166,28780.1,341332.0,37.1056,0.0360332,1572.296984982411,0.026638538
83914837,5.0,11,4.55947,26228.9,988192.0,20.2357,0.034651972,1603.0985003756327,0.013366342
83939434,3.0,11,2.76315,29808.9,30845.8,27.2435,0.034999899999999994,1600.0247117573942,0.0064767003
87260967,6.0,13,3.27136,6221.57,7452.23,14.0607,0.04252768,1660.9311503059737,0.00032526255
88380001,1.0,4,4.43431,37445.9,2428.93,115.655,0.053211720000000004,1413.2725205945858,0.0039175153
88465768,10.0,4,2.63365,8592.42,390906.0,6.61256,0.03476418,1412.6917703727154,0.015153855
88479623,10.0,4,4.59073,23244.1,4.23e7,16.6359,0.056925052000000066,1412.2724135802662,0.13355926
89018905,3.0,1,9.42821,16713.5,32180.9,58.2303,0.06914020666666666,1327.1200989712943,0.029774427
89239251,1.0,4,0.31444,3241.59,1.22e7,4.29667,0.03395951999999995,1411.00428996997,0.057628036
89358641,6.0,1,3.52204,29946.8,50829.0,12.5446,0.03991645333333336,1325.890215148243,0.011340767
89428764,5.0,1,1.88301,4091.31,1.31e6,4.27055,0.03464738400000001,1326.2759857015599,0.020805597
89543393,6.0,2,2.82462,22652.2,241573.0,12.8301,0.04331083999999998,1354.7298344525561,0.042976916
89614511,1.0,8,4.14073,20536.6,2992.51,92.8616,0.11594044000000002,1518.1658499856317,0.0013096333
89787749,6.0,8,3.248,4754.2,698.653,16.8156,0.04005866666666667,1520.1387153049607,0.026733905
89787778,3.0,10,1.62397,22487.9,1.98e7,23.0232,0.05521497999999997,1571.563002891712,0.06240487
90716944,1.0,13,8.02348,27986.2,6129.93,212.402,0.04814088,1665.0979666926685,0.013924003
90911675,3.0,13,5.94394,80955.1,10004.8,67.0671,0.03962626666666666,1661.0297227939843,0.029061913
91246422,1.0,13,9.42349,27667.0,2733.55,161.361,0.16962282,1659.463024937536,0.00096052885
91448148,10.0,1,4.93181,25398.5,3.24e6,17.0667,0.03945447999999999,1327.1893842662464,0.039298564
91542943,1.0,4,5.32656,56782.1,5114.73,105.449,0.04261248,1412.4354030222164,0.07111251
91636891,1.0,3,13.4508,27456.3,944.052,161.57,0.053803199999999995,1395.3934399627256,0.0012890995
91638523,2.0,3,6.33468,26853.8,2038.23,66.1551,0.11402423999999997,1389.8542106429481,0.0006855428
92234970,3.0,4,2.31607,19221.2,84412.0,18.3483,0.033969026666666666,1411.3211646804764,0.03754103
92594505,1.0,1,11.4353,37912.2,1385.81,172.534,0.0686118,1328.0512827574235,0.002313882
92628706,1.0,1,9.20309,7424.48,108953.0,230.743,0.055218539999999997,1327.2110562597245,0.019617945
92743594,1.0,8,8.44611,2707.29,292.505,32.6215,0.0844611,1519.146629867688,0.00088238716
92902951,1.0,10,2.24687,9010.67,1153.88,46.1852,0.04493739999999999,1571.730576188021,0.0018350482
92938279,9.0,5,2.47533,4669.45,292963.0,4.38325,0.037404986666666674,1439.2875153774542,0.09244728
92938280,6.0,5,1.65016,4543.85,120583.0,4.45702,0.03355325333333338,1439.2875206083404,0.07416549
93441696,18.0,6,4.05266,6368.09,2.12e6,4.85586,0.034222462222222264,1468.6831721133935,0.008712053
94257578,10.0,12,11.9218,17453.4,2434.57,51.5091,0.04291848,1637.5333512377615,0.0026623309
95867802,3.0,8,6.84514,16467.6,168897.0,47.8099,0.04107084000000001,1522.6755428330061,0.019243002
96106862,1.0,8,5.38009,6320.52,605.273,58.0222,0.07532125999999999,1520.3239264260446,0.0016795397
98064760,1.0,13,9.90005,6604.76,487.322,76.4711,0.0594003,1661.568845967024,0.0013317764
98658304,1.0,3,5.93207,8293.46,572.761,70.9717,0.059320700000000004,1388.6075333446897,0.0069845915
98777963,3.0,4,2.53419,21476.8,62671.3,12.1465,0.03547866000000001,1411.087253156814,0.008545369
98827212,1.0,4,11.4601,7333.97,3961.24,218.276,0.0687606,1417.431867356233,0.00043548644
98828631,4.0,4,4.0628,19056.1,25506.5,14.8353,0.0365652,1411.165029933587,0.0058171153
98853987,1.0,4,2.72837,25641.7,372483.0,58.5861,0.038197180000000004,1412.7579573738753,0.015979677
99465976,7.0,1,4.37048,28011.3,539687.0,20.155,0.03496384,1328.4807926801818,0.06183052
99646802,6.0,1,4.29323,30947.0,55531.4,15.2018,0.03863907000000001,1326.913951082626,0.0077500045
100029948,1.0,2,2.77747,28459.7,101209.0,70.6399,0.055549400000000006,1354.1788436083132,0.06685734
100917608,2.0,3,4.12351,41488.7,7128.58,66.8417,0.05360562999999998,1386.267402978573,0.016631007
101070833,4.0,4,3.3103,15447.7,12986.6,12.3705,0.03806845000000001,1411.7693796752772,0.0058016777
101184036,7.0,9,3.76421,32342.3,495973.0,17.816,0.0440950314285714,1545.1673148087425,0.012346506
101497151,7.0,9,4.38142,28605.0,30667.2,21.3917,0.03630319428571429,1548.0623786288218,0.023147166
101582930,5.0,9,3.06344,12512.8,25748.5,8.21546,0.039212032,1546.3177137985772,0.0132572055
101845679,3.0,13,3.84346,47214.6,36903.6,24.4301,0.0384346,1654.6949452733654,0.0059555173
102691227,3.0,9,3.6293,41066.7,65501.3,46.0054,0.03871253333333334,1545.163950193941,0.008575827
103683084,1.0,10,3.05681,26127.5,738670.0,77.0032,0.0611362,1571.1055257649737,0.07256162
105706808,12.0,9,2.38382,5933.39,8480.43,7.58762,0.008343369999999998,1544.495083665501,0.001574561
106055469,7.0,9,2.55241,21259.5,702849.0,13.6246,0.04083856000000002,1544.5969562493262,0.05817893
106309554,9.0,9,9.92813,39905.2,20384.1,23.3656,0.039712520000000015,1551.1022771320056,0.008814365
106347931,7.0,7,4.4871,17212.8,48481.9,19.2759,0.048717085714285686,1492.6145208277733,0.0007778704
106886169,15.0,10,3.71374,6018.5,54888.9,5.75056,0.05149719466666658,1573.719030260166,0.0009198785
107012110,1.0,10,3.03347,7342.38,532.814,54.0894,0.04853552,1571.0998130154835,0.004829049
111267340,1.0,3,1.27045,15557.7,947348.0,33.2956,0.038113499999999995,1386.5782034541428,0.10466319
112099606,1.0,11,10.2835,3581.68,343.727,49.8211,0.102835,1606.298234558755,0.001213938
112401201,6.0,13,3.34747,15690.5,12384.8,20.2463,0.0390538166666667,1660.7817034467328,0.00917691
113061684,2.0,13,0.693183,11362.5,132945.0,7.91447,0.040897797,1658.4411590036743,0.0021357536
113565705,3.0,13,4.97391,2872.79,606.246,20.335,0.046423160000000005,1661.593956479645,0.0012310147
114500611,11.0,3,5.37651,6529.33,31419.8,5.70903,0.04594472181818185,1386.7674628503787,0.006925583
114819301,1.0,2,4.88762,13716.0,806.693,78.7745,0.07820192000000002,1355.5989080500988,0.00907886
114923989,15.0,5,8.80987,42126.0,954125.0,11.6822,0.03758877866666666,1441.6656850402217,0.013983518
115046240,4.0,5,1.38339,5813.02,1.88e6,4.65105,0.03389305499999997,1438.2279250744916,0.044095695
115105140,4.0,1,1.64275,4499.19,1.56e7,4.52656,0.04024737499999997,1326.362248994662,0.020014793
115275539,1.0,3,1.76304,23719.5,3171.4,51.1486,0.045839040000000005,1386.1635519569068,0.0027490258
115443990,3.0,2,2.26605,19319.1,167535.0,26.0131,0.048342399999999966,1354.5863598326998,0.0077247024
115693377,2.0,2,9.85395,7678.47,457.071,60.5202,0.059123699999999994,1361.5864024414275,0.005148351
116417661,2.0,2,4.55491,16049.5,2504.72,49.1954,0.050104010000000004,1356.8435639677411,0.0025415123
117544915,8.0,1,11.8743,29899.2,438078.0,34.6574,0.10390012500000002,1327.3285099379573,0.02036339
117549840,11.0,2,3.66333,23655.3,806423.0,12.0533,0.03463512,1356.6923446789035,0.12231344
117739806,1.0,7,5.61742,35530.9,852.172,114.185,0.10111355999999998,1494.0992145500397,0.0039939582
117879940,5.0,5,5.65594,20066.0,3292.48,27.2884,0.038460391999999996,1439.8341838444414,0.0048190653
117978580,9.0,5,4.74554,10953.7,699734.0,8.3797,0.03480062666666667,1441.325562823512,0.04068774
118200081,5.0,13,4.76456,23922.8,10102.1,17.9026,0.036210656,1657.5122289540905,0.007278204
118271395,5.0,13,1.99878,4304.88,5.94e6,4.2067,0.03437901599999999,1655.2761209267062,0.023697048
118313102,1.0,8,9.25539,19253.1,376145.0,161.112,0.07404312,1518.5575265001557,0.030237228
118826280,6.0,2,1.47926,2612.78,1.52e7,3.75372,0.034022980000000015,1354.495950709045,0.049871862
