tid,harmonic,sector,period,zeta,deltchi2,kurtosis,duration,tau0,depth
200363295,10.0,4,7.53109,39609.8,1.05e6,19.8435,0.03614923200000002,1413.7214788352646,0.039246976
200440175,2.0,5,7.30364,67297.7,9809.51,55.4791,0.043821839999999994,1440.6506361721931,0.023970515
200645730,5.0,1,1.45869,3571.04,2.24e6,3.87827,0.03384160799999998,1325.657210592443,0.038425654
200655763,5.0,1,1.48049,2967.19,1.01e6,3.96647,0.034347368,1326.332215110292,0.060543835
201176965,4.0,2,5.45595,52231.7,37204.5,43.5413,0.03819165,1358.4800819577183,0.021339595
201249189,14.0,2,3.29214,8723.72,212308.0,5.79621,0.034332317142857144,1356.2461134488503,0.015654624
201291281,7.0,2,5.67199,44931.2,1.27e6,20.8414,0.035652508571428564,1355.082089314353,0.031757653
201293780,5.0,2,4.68894,40067.2,30414.6,24.5961,0.035635943999999996,1357.6376147424116,0.007854551
201497357,2.0,6,5.74429,37673.5,21640.8,95.8065,0.04021003,1472.9565626949502,0.0052823424
201747686,5.0,13,6.72864,42050.1,16068.4,30.2474,0.03768038400000001,1655.408316865635,0.0050044656
201776479,7.0,2,1.28493,8642.52,2.43e6,5.69267,0.03891502285714283,1355.32687360409,0.041374624
204325855,7.0,2,3.39014,10378.1,837681.0,6.44311,0.03487001142857144,1356.2151719637536,0.028022885
204327008,11.0,2,3.55506,6261.3,396939.0,4.42506,0.03684334909090908,1356.2083003217017,0.028034866
204497617,2.0,1,3.17785,3704.14,1480.19,14.5539,0.05402345000000002,1327.559228248929,0.0061463118
206385554,7.0,3,3.98767,8560.33,23118.2,6.90318,0.037598031428571405,1387.5488383693405,0.0041829348
206462116,1.0,1,2.96746,52092.9,12977.8,69.6485,0.04154444,1327.97594351891,0.0062372386
206468815,1.0,4,7.36967,57783.3,2615.14,143.355,0.08843604000000001,1413.9649040029835,0.0052761585
206537272,7.0,1,3.42536,7513.96,427500.0,5.88416,0.035232274285714266,1326.9882352777686,0.0254713
206544316,25.0,2,8.04893,16944.0,422376.0,7.37732,0.033483548800000026,1361.7294910561718,0.057255894
206555954,15.0,1,2.9561,7111.42,337186.0,4.92145,0.03429076000000002,1327.1437412120263,0.03076619
206556127,2.0,1,2.21121,34486.6,1.37e6,44.355,0.04422419999999998,1327.5257021851226,0.036898434
207080350,1.0,1,9.10696,26549.8,352683.0,193.964,0.054641760000000004,1332.78692236407,0.017261595
207085748,14.0,2,5.07354,5195.04,3.37e8,4.50136,0.03406519714285713,1356.327239606118,0.09189734
207174531,13.0,3,8.12576,25159.8,161997.0,12.2029,0.03500327384615385,1392.3834614454038,0.0218907
208390962,15.0,11,8.88211,11199.2,141921.0,31.9346,0.011842813333333336,1607.930776524029,0.0011142045
209971455,16.0,11,9.6927,11583.3,16025.0,8.72103,0.0520982625,1601.369583999345,0.0007134676
210548440,3.0,12,2.209,6653.72,782705.0,6.68055,0.03828933333333333,1631.19568901195,0.009967059
210636260,13.0,11,11.2933,34700.0,86677.6,12.6616,0.0382234769230769,1600.2402881796759,0.005732119
211116547,3.0,13,3.83067,34465.5,14399.6,29.2423,0.03830669999999999,1660.807001887457,0.11602652
211215485,8.0,13,6.80533,29349.1,349785.0,26.2895,0.0357279825,1659.7763525834882,0.012585938
211412634,6.0,1,4.52163,19394.5,265591.0,9.2209,0.04370909,1327.7817487090367,0.003224492
213047427,3.0,5,13.2021,56592.7,11044.7,51.5709,0.044007,1446.6000054507253,0.0052379966
213067604,15.0,5,2.41502,5773.05,2.19e7,4.93813,0.03509829066666674,1438.2706505364324,0.14959067
214299836,4.0,1,3.48525,29374.3,23825.4,29.4063,0.03833775,1327.4927820148728,0.0011008382
214299966,1.0,1,3.06753,3648.7,570.301,33.0497,0.049080479999999996,1327.0234606354068,0.0024626255
214716930,1.0,12,8.52389,33039.9,61722.9,160.895,0.11933445999999999,1625.6081580322782,0.0136984885
215258019,1.0,4,0.463263,18285.4,2.85e7,15.2341,0.03613451399999999,1411.4028801626773,0.40937135
215336287,2.0,3,5.18467,27710.0,27138.2,85.0176,0.04147736,1389.6067720752412,0.009854555
215403644,3.0,4,6.58881,56295.2,19281.1,65.8623,0.039532859999999996,1412.1343664327521,0.0049343705
218152299,4.0,12,5.03899,25957.3,16380.4,36.52,0.04031191999999999,1631.339095687972,0.0063106716
218886638,5.0,7,3.65906,20058.8,120532.0,12.0202,0.024881608,1493.0021417146359,0.0043657273
219176881,7.0,5,3.24583,9083.95,191834.0,5.69572,0.03431305999999997,1440.326843469482,0.021793038
219201178,2.0,7,4.83415,12857.4,741.789,45.0829,0.06767810000000002,1493.5538026268835,0.0046521723
219203188,9.0,5,2.08765,15446.9,4.93e6,8.69496,0.03433024444444444,1440.0275156313783,0.52819127
219222201,6.0,5,7.14948,61920.6,124559.0,39.5129,0.03574739999999999,1442.7304573638103,0.009581745
219238496,2.0,4,13.012,64960.4,8860.45,206.998,0.039036,1417.302800343719,0.008835256
219244444,5.0,5,1.51847,35158.2,234898.0,33.2343,0.030369400000000015,1438.0762784437104,0.22946152
219249305,2.0,9,0.823965,26741.2,1.82e6,16.1566,0.033782564999999994,1544.9697239956956,0.026390731
219308281,1.0,1,2.85729,36235.1,2977.37,64.2672,0.034287479999999995,1325.398241499793,0.009979904
219328784,2.0,1,3.93747,14733.0,1553.83,44.2917,0.04724963999999999,1328.9295881713206,0.004035771
219338651,5.0,1,6.3294,26971.5,927228.0,40.4814,0.048103440000000004,1329.6681209262163,0.08634156
219346326,2.0,5,4.47142,8183.96,5.97e6,5.94175,0.03577136,1441.0979786293083,0.013839781
219362976,1.0,4,7.97682,40138.9,4650.0,211.941,0.04786092,1415.8642291607678,0.028891832
219373406,1.0,5,0.86189,31715.4,1.02e6,32.5902,0.03619938000000001,1438.347245149414,0.089158475
219421171,1.0,5,8.30235,7893.44,344.926,90.549,0.0498141,1445.540789328583,0.006057769
219699532,5.0,10,5.40436,3545.88,3416.86,13.1454,0.043234879999999996,1574.7108357333827,0.0013676882
219912046,2.0,10,3.55921,7209.72,2423.13,26.9935,0.04626973,1572.6313565585194,0.0010508299
219984354,2.0,2,2.47656,26165.7,5.83e6,44.6711,0.04210152,1354.3748197138407,0.064422816
220015845,1.0,2,10.903,16484.8,2434.89,210.769,0.065418,1364.8335457370163,0.005147353
220042007,3.0,5,5.51445,12550.4,1400.22,37.6067,0.0404393,1438.627514822292,0.0027250051
220359766,3.0,9,5.27972,24595.7,2144.54,46.5175,0.042237759999999985,1548.0112207985376,0.0015122294
220388567,2.0,1,3.64506,48845.9,93492.6,80.1855,0.05103083999999999,1326.2262791949502,0.014205039
220397947,2.0,12,3.55151,43075.6,3942.55,59.8553,0.053272650000000005,1625.9169131530327,0.0064988732
220402290,4.0,2,3.14099,6120.35,2369.75,15.3446,0.04083286999999997,1356.3233281548692,0.005554229
220402294,1.0,12,0.785218,32457.1,119246.0,24.1783,0.03612002800000002,1625.6584356091016,0.04063207
220406743,18.0,9,3.39071,5554.91,60512.0,4.7258,0.03466059111111108,1546.652421104597,0.034432948
220416446,2.0,5,0.619323,3754.59,3.97e6,4.27755,0.03592073400000002,1438.462506267694,0.05830604
220420534,5.0,5,9.18011,33979.2,128570.0,45.1627,0.044064528,1441.5941016570393,0.02294916
220430912,4.0,5,4.06483,4479.12,2741.5,14.5617,0.034551055,1439.2983141412058,0.00039952993
220474209,4.0,2,3.9211,68433.6,122230.0,30.9418,0.037250449999999984,1354.8019436450886,0.019871205
220521199,10.0,2,7.28783,38528.0,158093.0,15.7436,0.037896716000000004,1354.570377299997,0.0050189495
220569051,1.0,3,2.77793,8255.93,691.592,46.7635,0.07222618000000001,1387.27734996571,0.004856929
222945452,5.0,12,3.7417,23196.9,14153.6,21.2215,0.037417,1632.2729405683804,0.0064063966
224283342,3.0,2,2.6619,9742.36,6836.05,11.6461,0.03371740000000001,1355.6079462596838,0.013566673
228760807,7.0,10,5.44595,23048.9,92288.8,20.3484,0.03578767142857143,1576.1076105764528,0.013204783
229082842,2.0,5,0.75242,10042.2,62566.5,7.33896,0.03385889999999999,1438.3434689544222,0.033093214
229106685,8.0,10,1.26791,5023.11,2.61e6,4.83922,0.03550147999999999,1571.1700804009567,0.046904802
229143092,11.0,2,1.93068,2911.44,989041.0,3.78694,0.03966669818181817,1354.6754132988765,0.016082287
229804573,7.0,1,5.12453,37315.8,2.25e6,26.0835,0.040996239999999975,1326.869479230642,0.008261561
229810745,12.0,13,5.97075,35372.4,551252.0,14.7764,0.03482937499999999,1657.7893878824157,0.09610158
229889119,2.0,10,1.77513,19993.7,157963.0,16.642,0.0355026,1572.5547672933237,0.010742307
230955191,8.0,13,4.21383,3737.31,2991.54,11.3167,0.04424521500000001,1654.956603737709,0.0015128851
231093356,5.0,13,8.67581,53228.3,30797.1,52.7864,0.045114212,1654.7326037877804,0.03148529
231293332,2.0,4,3.57586,37852.8,53198.9,65.0785,0.03933446,1412.933001759728,0.016034365
231632224,15.0,1,2.16887,5197.91,1.6e6,4.39762,0.04337739999999988,1327.1352433574991,0.041308954
231712886,12.0,1,3.31693,7041.18,10794.3,7.6006,0.03593340833333339,1327.997807992678,0.02238813
231714759,1.0,1,5.46231,15612.2,7963.57,41.2265,0.05462310000000001,1330.018342956529,0.004410386
231809798,7.0,5,6.33996,36333.3,99696.7,19.9369,0.03803976,1438.3093819874723,0.105107725
231810776,5.0,7,1.16362,2903.57,1.1e7,3.97019,0.03490860000000001,1492.3771308890075,0.42065075
231822771,1.0,5,1.0074,36319.9,606368.0,46.0992,0.04029599999999999,1438.4405283996216,0.085315764
231828370,6.0,2,8.23071,26243.0,5809.27,20.1055,0.041153550000000004,1357.7287969957233,0.002720207
231833061,1.0,1,7.77857,5851.76,11720.8,231.22,0.046671420000000005,1326.8404392326818,0.014576688
231840927,3.0,2,4.90721,5877.25,1462.37,21.7304,0.03925767999999999,1354.415914308744,0.0024862885
231851620,1.0,2,3.71684,3187.0,731.523,25.4589,0.05203575999999999,1356.493715113821,0.0008376092
231921891,3.0,5,2.54901,33064.3,147660.0,32.4603,0.04078416000000001,1438.9374271153683,0.028103381
231922417,5.0,5,3.43622,36438.0,370482.0,22.7915,0.034362199999999996,1440.3890506499645,0.015516579
231922739,8.0,5,2.85253,6292.29,2.44e6,4.62185,0.03494349250000002,1440.2807942511733,0.0925799
231972938,3.0,5,4.65235,6698.59,575.38,27.5349,0.04962506666666667,1438.9039571630624,0.0070569515
231973885,1.0,5,2.89419,52253.0,10502.9,75.5907,0.05209542000000001,1439.9662642409307,0.01617226
232063593,6.0,1,7.40908,11437.7,3685.61,11.1116,0.04939386666666669,1325.7313077119882,0.0016121268
232185093,4.0,6,8.93854,11342.7,639.956,50.0595,0.04022343,1471.5565606305843,0.0034719706
234211934,3.0,6,3.19485,24251.2,426736.0,20.9154,0.0362083,1469.3488507893992,0.0989269
234347951,1.0,2,11.6508,42054.2,3320.21,206.77,0.0699048,1354.6770452414012,0.0066025853
234491752,5.0,1,4.32916,31736.4,759726.0,27.1779,0.03636494400000001,1327.6722257446006,0.030268967
234494090,4.0,2,3.89051,19605.4,3103.15,29.8913,0.0389051,1357.9601051981554,0.08418238
234505545,2.0,2,1.05377,9601.25,7402.0,10.5917,0.04741965000000003,1354.351842212021,0.0014410615
234518883,4.0,1,2.56906,40059.9,269009.0,20.3384,0.04495854999999997,1327.1162510920608,0.012529194
234644092,22.0,12,4.45209,7530.14,553759.0,8.39351,0.05868664090909077,1629.965577451923,0.0070758164
234840976,2.0,6,4.81646,34241.9,8876.99,43.4804,0.038531680000000006,1470.7646285386652,0.0034860373
235000060,15.0,1,2.68283,7228.32,1.62e7,5.02564,0.034340223999999996,1327.1388675204203,0.34701848
235000061,4.0,1,1.431,7554.6,1.65e7,5.23307,0.03434400000000003,1326.0652287893406,0.092380404
235073057,1.0,5,3.56753,6399.4,570.791,43.9269,0.04994542,1441.0661594233538,0.0036293268
235385233,13.0,6,2.66278,10125.3,18850.3,7.40036,0.033591993846153814,1469.4978555176876,0.2047101
237332597,1.0,1,2.92718,15823.5,2887.33,51.0173,0.04098051999999999,1327.5962127161372,0.001732558
237915523,9.0,2,2.99079,5438.7,3.72e7,4.4779,0.042535679999999985,1356.1858470529737,0.07202017
237944385,1.0,7,4.42472,40072.3,1978.71,152.141,0.07079552,1495.8034425816402,0.0031557977
238162238,3.0,7,3.65601,51039.5,36572.6,45.473,0.036560100000000005,1492.5548905310666,0.007750213
238170857,2.0,1,0.393256,5502.44,163229.0,4.72667,0.039325600000000085,1325.354461672643,0.024031818
240764987,7.0,2,3.59558,11592.8,165403.0,17.9311,0.042119651428571415,1357.2738769747991,0.018930048
241393039,11.0,3,4.08248,5092.72,2.32e6,4.87526,0.03859799272727269,1389.1579076817268,0.0976997
241578867,7.0,3,2.40858,5600.13,999415.0,5.32211,0.04060177714285712,1388.123013241191,0.114385694
242302902,14.0,11,1.83316,3183.8,1.47e7,4.0114,0.03456815999999996,1599.9705383049602,0.03613594
242328834,10.0,11,3.9401,4227.69,4.98e6,4.0852,0.03624892000000001,1600.0856882688167,0.012269199
242944454,6.0,5,2.42914,7361.62,960022.0,5.24239,0.034007960000000004,1439.5778522819223,0.039939076
243391171,4.0,11,6.06705,3189.83,4651.36,15.2208,0.04853640000000001,1601.271958371315,0.0015892833
243475355,5.0,11,5.47873,30363.7,12647.3,30.7305,0.035063871999999996,1602.6404151166025,0.0010529757
243643549,9.0,11,7.16976,42512.5,19973.9,28.9627,0.0047798400000000005,1602.451320415719,0.00036773086
243662768,1.0,11,1.62885,18121.1,682022.0,38.7504,0.0390924,1601.4610005127702,0.01778707
244163413,2.0,3,3.57586,20916.6,85273.0,66.7563,0.03933446,1389.4946516040043,0.02314797
244207973,9.0,5,5.52641,17374.2,21760.5,8.2773,0.04052700666666668,1441.3320524582082,0.01177457
244208023,1.0,5,1.82189,27184.4,6884.35,44.6271,0.058300479999999995,1438.4457473859607,0.01962325
244250449,2.0,5,3.49223,29280.5,1.24e6,72.7198,0.041906759999999994,1441.4792016877157,0.07544091
244252435,1.0,5,0.94353,2627.75,24599.0,33.9306,0.04151532000000001,1438.6345583075047,0.01908359
245863693,7.0,5,3.77112,34383.9,296508.0,20.8275,0.03663373714285716,1441.1651262651835,0.11093444
246119799,12.0,12,4.62298,12896.4,232905.0,10.4771,0.03698384,1631.8670554370542,0.007200837
248348545,9.0,3,1.75132,5583.92,783000.0,5.5,0.036583128888888844,1387.4540775914836,0.04880774
248399337,3.0,5,1.29568,6750.98,456146.0,4.90992,0.03627904000000001,1438.1706797179556,0.01514262
248403190,6.0,5,9.30643,32643.4,110331.0,36.059,0.034123576666666676,1447.0154731261978,0.040390998
248410138,4.0,5,3.28776,14276.8,6326.78,14.7537,0.052604160000000004,1441.255196300866,0.0040121973
248447740,1.0,5,8.12711,6220.92,8053.5,113.126,0.03250844,1442.6651073165303,0.0004799068
250195155,1.0,5,6.47667,41784.6,107943.0,125.882,0.03886002,1438.6769452202773,0.0116449
250196734,1.0,5,7.70374,41153.9,194314.0,141.778,0.09244488,1439.876845896648,0.09920734
250387838,1.0,4,6.88634,44038.9,10873.2,109.17,0.06886339999999999,1411.3109969592117,0.0029705167
251078096,6.0,4,3.50798,26702.1,488829.0,17.4072,0.033910473333333344,1413.2900407565992,0.0538612
251094131,9.0,4,3.56812,8081.37,369777.0,5.43763,0.034888284444444445,1412.1565499302505,0.05626887
251094451,9.0,4,1.63401,6591.7,860337.0,5.21907,0.03376954000000005,1412.0078572822897,0.06019169
251829135,8.0,2,2.14908,3872.28,5.0e6,4.14969,0.03384800999999998,1354.268687243829,0.041825354
251857120,10.0,2,5.05329,20162.7,3.37e6,14.7671,0.036383688,1356.9381676323617,0.12532392
253657883,7.0,13,5.53563,36265.9,9502.92,20.8074,0.03479538857142858,1660.533048854018,0.038377494
253708643,8.0,13,4.71323,23353.0,112199.0,12.6288,0.03770584000000001,1657.7552816692566,0.010760248
253715855,3.0,13,3.39523,40298.1,18826.8,38.248,0.03621578666666668,1659.497016503028,0.010727227
253749178,1.0,13,1.83774,33802.4,4197.23,50.9892,0.04043028000000001,1659.1386815090727,0.0052443147
253928535,7.0,1,7.87248,41984.7,130159.0,34.9762,0.0337392,1327.3876751406788,0.044788033
254003502,22.0,13,6.50371,6466.76,1.47e7,6.11918,0.033701042727272736,1658.3913646401336,0.0055633783
254039358,12.0,13,8.97287,9162.82,2332.3,16.0664,0.03738695833333335,1665.2538423934398,0.0017664135
254045302,1.0,13,2.88889,3646.43,1333.77,37.9083,0.04622224,1659.9802717007203,0.00086545944
254298146,18.0,2,6.98226,7274.66,65795.8,5.05538,0.0387903333333333,1360.173044917633,0.019266844
255548311,1.0,6,4.96314,7456.55,255.645,58.0927,0.06948396000000001,1469.8402800140418,0.0065535307
255567460,1.0,6,6.89897,2849.68,213.476,43.8518,0.08278764,1473.4773843856206,0.0018967688
255586667,10.0,7,4.06416,6332.21,65966.1,4.95773,0.04389292799999998,1492.1775323759712,0.007573724
255682622,10.0,6,3.21568,3875.01,2.25e6,4.08698,0.03344307199999997,1468.8795598703593,0.012895703
255700967,1.0,7,3.42536,42368.1,2564.04,100.679,0.06850719999999999,1494.5554784262617,0.0029197037
256775514,14.0,4,4.16704,18246.4,206804.0,10.0331,0.03333632000000001,1411.5226445768342,0.05418861
257525627,6.0,4,2.73977,6436.99,127876.0,5.05707,0.035617010000000025,1412.5490885129389,0.01761353
257722604,6.0,3,2.31916,3759.02,1.74e6,4.72303,0.03401434666666667,1387.2704681548441,0.027071446
257737073,3.0,12,1.99512,23765.7,1.15e7,27.506,0.04256255999999999,1626.089052287364,0.10387254
258314976,3.0,10,7.44994,38673.1,108111.0,72.826,0.03973301333333334,1574.0334892330884,0.0034982562
258837989,8.0,11,7.09606,34161.4,80136.4,22.9977,0.03548029999999999,1600.2396444066885,0.009337604
259543079,1.0,3,9.02086,16987.1,539.438,124.024,0.054125160000000005,1392.0731422224874,0.0049796402
259589049,1.0,4,4.98387,76721.2,2935.43,137.742,0.0498387,1412.0722300797845,0.007922679
259590223,16.0,4,7.04656,33769.6,1.46e6,12.937,0.03435198000000002,1417.7657441922013,0.0264768
259701720,3.0,6,11.9159,31956.5,9057.26,70.9597,0.03971966666666667,1468.7804032205374,0.0073183775
259864042,1.0,1,0.460799,19927.6,2814.23,39.0199,0.015667165999999993,1325.7073443468128,0.1014508
259901124,13.0,13,2.96449,11035.2,2.74e7,5.52505,0.03374957846153846,1654.6406397261123,0.018450737
260124760,2.0,8,2.16057,29142.4,116161.0,38.084,0.03672969,1517.7620997167032,0.06500441
260131665,11.0,4,9.20002,40684.7,413458.0,21.5442,0.040145541818181814,1417.3661205964813,0.0028680563
260161144,2.0,12,4.46844,50262.6,686333.0,49.13,0.035747520000000005,1629.1803365347096,0.03144902
260162199,6.0,12,1.60835,3202.56,1.49e6,3.82375,0.03216699999999998,1625.867493871827,0.10653776
260370454,6.0,5,4.77092,29674.0,512474.0,20.886,0.03816735999999999,1439.147227513332,0.031258464
260502102,1.0,12,7.31582,93712.5,6170.89,102.837,0.043894920000000004,1626.9654150661388,0.018345773
260504147,1.0,13,8.418,74366.1,53517.3,112.864,0.06734399999999999,1660.8140583775094,0.013461918
260659986,1.0,12,3.56991,20190.7,993.816,93.4785,0.09281766000000001,1628.498923038744,0.0059038997
261089147,7.0,12,3.2318,13376.2,7.65e6,6.67317,0.039704971428571406,1628.145365144313,0.02580887
261105201,7.0,13,3.34469,24450.9,24286.9,11.4969,0.04778128571428575,1654.8077799964385,0.0012792945
261136000,10.0,5,5.01302,3364.19,7054.64,8.66896,0.04411457599999998,1442.7201008734944,0.00041472912
261136311,2.0,12,8.87175,67475.2,3275.99,114.762,0.04435875,1626.7199706755976,0.014645815
261138857,6.0,5,5.52457,11939.1,1067.72,24.6808,0.038671989999999996,1443.3837611024078,0.0031905472
261259291,14.0,12,3.23395,8572.17,747062.0,5.06338,0.03649743571428577,1625.2410633469012,0.011014819
261332760,1.0,5,5.67293,49910.3,3789.88,92.8283,0.04538344,1441.0575585453857,0.015734911
261335113,1.0,13,8.13118,78512.5,1455.67,153.013,0.06504944,1655.491418281861,0.085862935
261656371,1.0,1,7.1949,37070.8,32350.4,157.138,0.11511839999999998,1330.0428984277248,0.027568877
261746657,1.0,13,1.31702,40263.0,227366.0,44.9522,0.036876559999999996,1655.2297904299767,0.03387049
262412046,1.0,5,2.04359,33813.9,52025.5,69.8052,0.06948206000000001,1438.3977283180948,0.02153027
262434790,15.0,5,2.35814,4569.77,2.09e6,4.3965,0.03490047200000004,1440.2283047936567,0.09560779
262465161,2.0,5,1.90194,28583.5,680271.0,33.5612,0.0380388,1439.8350429083252,0.037103146
262605041,6.0,8,10.9979,32466.2,8686.36,47.3453,0.05865546666666666,1528.4286965902154,0.092226356
262652067,9.0,12,1.59713,4604.19,436253.0,4.41027,0.0372663666666667,1625.3910162947543,0.012074053
262696097,8.0,7,7.28905,30334.6,7648.67,26.9572,0.040089775,1497.2205595482194,0.0035550594
263035184,4.0,12,1.21333,3485.63,7.38e6,4.81013,0.03700656499999997,1631.0616015469923,0.04569456
263078276,9.0,1,1.2781,4465.76,1.26e7,4.31584,0.03351462222222217,1326.3459643977033,0.19516975
263385369,4.0,12,2.39338,11808.8,39725.2,20.2398,0.04427753,1627.134638478622,0.0011900067
263925187,5.0,13,1.66536,17361.2,27114.8,12.1283,0.03597177600000001,1657.779321668585,0.128041
264594193,3.0,6,3.34357,32499.2,60143.2,43.0387,0.03566474666666665,1470.2992971280405,0.008318007
264688425,11.0,7,1.67342,3929.12,436206.0,4.09246,0.035293949090909,1493.0649813859477,0.011597395
264983502,18.0,7,8.34675,9958.13,6851.38,7.3816,0.0389515,1498.9818898447984,0.0030084848
265015162,8.0,7,2.6227,4249.49,1.4e6,4.22755,0.035406450000000034,1492.958806256781,0.01342687
265139391,2.0,7,7.18651,8240.71,1292.67,32.3467,0.04311906,1495.703298854585,0.0018370748
265435357,1.0,13,2.87736,11585.2,7777.21,60.1117,0.04603775999999999,1655.0197232030482,0.0005055666
265489698,2.0,1,2.31067,44098.2,52187.6,39.3488,0.039281390000000006,1326.4609351681772,0.006867647
265551788,1.0,6,10.9431,10473.4,355.48,119.108,0.0656586,1478.4579172022718,0.0005932152
265591866,1.0,1,2.28083,21358.3,334840.0,96.1141,0.04105494,1325.9276113685107,0.05222577
266610248,7.0,7,3.24421,15895.8,10206.6,14.6589,0.04541893999999997,1492.7577602020656,0.049228013
266735682,5.0,3,5.67671,27651.7,276075.0,37.4972,0.03860162800000002,1387.191375527025,0.039323628
266769521,5.0,3,2.68104,10732.0,1.72e6,7.77197,0.034317311999999996,1387.492613789326,0.013459772
266769522,7.0,3,3.75294,12727.3,1.93e6,7.62027,0.04074620571428574,1386.4189481865642,0.013020039
266770712,2.0,3,1.58097,17751.1,1.14e6,26.9638,0.047429100000000016,1387.5331487991286,0.05131778
266816672,8.0,3,2.4251,5039.4,7.3e6,4.92021,0.03819532500000004,1388.1719149398891,0.086990714
266996791,4.0,1,8.49552,23657.0,68192.2,56.1247,0.033982080000000005,1327.7020430823932,0.016101688
268587594,1.0,3,9.14042,31820.1,2407.02,200.178,0.10968503999999998,1389.26412353302,0.0052978694
268686000,13.0,3,2.89516,8158.26,266089.0,6.22403,0.03429651076923077,1387.0673521562962,0.040354878
268686130,4.0,3,1.86676,3878.53,19105.5,5.31262,0.04200209999999999,1387.7853431392089,0.009971023
268772301,3.0,7,4.26399,34697.9,21568.4,27.3969,0.036954579999999994,1492.4045538470518,0.006629169
269078565,2.0,5,4.9113,66025.6,5983.49,75.6292,0.0540243,1438.1166885996197,0.021291912
269342892,13.0,7,2.91744,7528.68,13136.8,6.97244,0.035906953846153784,1493.442463234979,0.0015296936
269505148,3.0,3,1.56733,10419.4,146269.0,8.49687,0.03866080666666669,1386.3403221430872,0.014703542
269562415,3.0,7,4.36466,26945.2,8.74e6,25.5457,0.03491728,1492.9880778582415,0.010958523
269762258,0.5,1,0.66235,3999.76,41081.6,26.3625,0.03709160000000001,1325.7431174290007,0.067491055
269852699,2.0,13,5.1365,43833.6,2123.55,75.1724,0.061638000000000005,1656.5066249162003,0.008910984
269996393,1.0,1,10.3816,12561.3,494.678,128.38,0.041526400000000005,1327.8682901699146,0.0009076297
270166263,1.0,1,7.65893,24155.9,2036.51,163.873,0.045953579999999994,1332.512230204156,0.009271562
270204401,2.0,13,4.47664,26439.4,3585.19,47.7787,0.040289759999999994,1657.4126251552102,0.0018925667
270348090,2.0,11,5.63805,7552.9,459.328,49.6595,0.05638049999999999,1603.4635992876224,0.044121087
270371961,1.0,4,2.36798,31965.6,1.07e6,83.2285,0.03788768,1412.802891137807,0.015778929
270411008,1.0,2,8.6657,21155.8,21436.1,231.294,0.051994200000000004,1356.879971086191,0.012847602
270427198,3.0,13,2.56094,2856.21,20797.8,4.40195,0.008536466666666666,1654.33415667862,0.0009317398
270622446,3.0,2,7.33536,65124.8,201712.0,53.8208,0.044012159999999995,1359.2543487307491,0.0050308406
270648838,1.0,8,7.63472,7569.84,31755.8,158.897,0.04580832,1521.7721583200002,0.05124098
270742379,1.0,9,2.14514,6788.03,543.958,49.5602,0.06006392000000001,1545.3237084974205,0.0012610555
271225404,1.0,11,2.11955,6113.62,567.92,32.0577,0.042391000000000005,1601.3913081750911,0.10704109
271594955,15.0,13,3.08702,8900.34,87747.4,5.2627,0.03375141866666665,1656.3899758163964,0.04020506
271596290,1.0,2,1.28236,21686.6,3367.14,41.2159,0.04616496,1354.3401420748596,0.0040180087
271999940,6.0,13,3.38506,22329.6,18225.3,10.8135,0.034978953333333306,1654.9626147311378,0.020641237
272086869,1.0,12,3.98235,2974.57,302.366,32.0678,0.07964700000000001,1627.980900762464,0.0025885105
272467271,2.0,11,2.69493,31727.9,16421.2,47.5655,0.03503408999999999,1601.0994024205245,0.01138261
273792220,4.0,1,7.9516,41963.7,299993.0,36.1945,0.03975800000000001,1332.676290595731,0.0110808015
274039311,1.0,4,9.10393,20989.4,290079.0,139.791,0.30953362,1417.4672087628558,0.02270031
274039489,4.0,4,1.22125,10432.3,2618.33,21.5585,0.014044375,1411.8603410481608,0.56215674
274088422,5.0,4,1.70752,4251.5,4.98e6,4.61279,0.03415039999999998,1412.249178831144,0.053961396
274229418,1.0,7,9.61867,10036.1,11659.0,237.233,0.07694936,1493.7148250067735,0.026562661
275254541,9.0,8,2.92279,7967.5,38746.8,6.37204,0.0357229888888889,1517.4411391031044,0.0063792467
277373390,1.0,13,1.1679,20074.7,3.53e6,27.3444,0.03737279999999999,1658.3415122558474,0.076782346
277912443,5.0,13,2.68999,3017.61,2104.63,9.50222,0.052723804000000034,1656.4447098024373,0.0008032322
278270436,1.0,7,14.2968,9254.79,1939.63,227.037,0.0571872,1492.8819428205675,0.0050403476
278683641,1.0,2,4.24202,9987.27,1092.07,51.1949,0.06787232,1358.0190939771683,0.0020015836
278706358,2.0,1,6.90242,40814.8,34286.6,115.103,0.06902420000000001,1331.3431967842948,0.020735621
278784173,7.0,1,5.23154,44531.2,24384.1,33.1612,0.026905062857142847,1327.955723503336,0.0577901
278822321,4.0,12,2.55624,8333.21,5400.75,7.90108,0.04729044000000002,1625.2348437239903,0.007316768
278826516,1.0,7,7.04304,27560.6,533.279,124.263,0.08451648,1494.5175200476901,0.010042757
278826996,1.0,6,9.58347,31688.0,1397.68,177.631,0.19166939999999996,1468.400468403932,0.008924007
278861826,13.0,7,6.93933,34799.6,27934.2,15.8779,0.03416285538461538,1498.1964650618334,0.008188486
278895603,8.0,12,5.92712,22624.1,59644.3,9.74749,0.04000806,1628.1595485587336,0.009645462
279087522,5.0,12,10.602,70016.1,9837.11,48.3525,0.04240800000000001,1633.9760354185275,0.010848641
