TID,Peak_Zeta,Guessed_Period
140476400,5.084288101642187e-9,14.50808334350586
278897248,0.6074323058128357,7.854127883911133
32150012,1.4875975451467127e-10,7.374582290649414
177386784,3.490697175756452e-10,5.202846527099609
30186480,5.661053819494555e-6,0.36078935861587524
38680736,0.0007394301355816424,11.18275260925293
279219648,8.349518793693278e-6,0.3388172686100006
287588320,1.654482062463103e-8,0.32558631896972656
316976064,0.13334967195987701,7.118562698364258
43361888,0.003113765735179186,6.01168966293335
231291216,6.653361197095364e-6,14.962382316589355
257420288,1.0636542341346811e-10,8.657037734985352
306343904,1.058378711604746e-5,1.9904732704162598
91636888,1.2481574458433897e-6,8.795199394226074
167342944,0.008929004892706871,10.29720687866211
259675296,0.00041416799649596214,1.1159496307373047
220430912,0.00044707435881718993,1.0163377523422241
231284736,4.15916001657024e-5,14.571086883544922
164754864,0.43487051129341125,2.1724867820739746
122506768,6.997560864085983e-10,2.985316514968872
179516800,9.90256648947252e-6,0.34410983324050903
92155288,3.1361732908408158e-6,13.197656631469727
149423696,1.9915638404199854e-5,10.848633766174316
348841760,9.257786359739839e-8,0.33544600009918213
219251200,8.719659994049778e-10,13.768352508544922
150430432,4.1957045482377e-7,11.208874702453613
294397152,1.4747190846264857e-7,14.697919845581055
278269280,2.278459533044952e-6,0.3705398440361023
25133068,4.9538652291403196e-8,1.9458634853363037
268862496,0.010688737034797668,14.999835968017578
279726528,5.820118644805916e-7,12.724627494812012
197842832,1.364893932986888e-6,8.346753120422363
10838226,0.00024051500076893717,8.668587684631348
201883712,5.96299045696469e-8,13.261600494384766
100908288,0.1103224828839302,10.626729965209961
70490312,2.1971555241862006e-8,7.940999507904053
279251040,2.2815300759759793e-9,6.933553695678711
32535280,5.0697295250756724e-9,5.375612258911133
373843744,1.4088153754698851e-8,10.966801643371582
370221024,3.204066734152633e-10,10.626729965209961
33523508,6.548388142846306e-8,13.52724838256836
201920304,0.1290515959262848,14.997336387634277
231292608,5.319075313536814e-8,5.662539958953857
177385728,1.664400839374025e-10,12.317724227905273
32068500,8.196335792541504,8.802531242370605
382160128,6.276807340555024e-8,5.681446552276611
150393392,5.737657556892373e-5,4.450601100921631
3838326,2.5573168027648308e-9,6.774773120880127
408087392,2.9667251766340996e-8,1.2288012504577637
165161776,1.1472109373578121e-10,4.328434467315674
237918272,0.30372098088264465,3.9466712474823
43363488,0.00014007477147970349,1.1011691093444824
164777024,8.002291274067375e-9,7.955572128295898
146709952,9.207625225826632e-6,1.2066795825958252
423639392,0.011055877432227135,6.68950080871582
160196064,0.005631377454847097,14.220804214477539
220476768,1.0709800720214844,4.9449782371521
308244512,4.242630529915914e-5,1.3693996667861938
32070488,9.835938499236363e-7,13.855828285217285
219235760,4.264137098974885e-10,0.5439156889915466
207208352,1.369829050190674e-7,8.590919494628906
262575616,6.446540646720678e-5,1.2052725553512573
391887904,0.000597045524045825,13.107780456542969
311886784,0.5654033422470093,4.444671154022217
206435536,3.3794982300605625e-5,0.3266189694404602
98660448,6.026440457773674e-10,4.632233619689941
28075514,5.922992651896664e-10,3.581825017929077
439456800,1.5643195183656644e-6,3.690908193588257
407623744,2.1159536345294327e-8,0.3332171142101288
167042048,4.602507942763623e-6,4.516357421875
262546576,2.2206334904240066e-7,0.3297916054725647
111227968,1.2508240276876137e-10,6.365370750427246
142218544,1.3568067060987232e-6,1.037387728691101
260471072,1.0184498577814338e-8,4.382879257202148
140636192,1.9552752750229274e-9,11.06225872039795
248960576,1.4098093004122347e-7,5.065093040466309
140633472,2.0178350723654148e-7,12.818283081054688
33596032,0.030291346833109856,3.0113019943237305
123365624,5.238477751845494e-5,1.0817055702209473
175492624,1.9487959856956394e-10,5.331890106201172
197867424,5.6469078302257e-9,6.615217208862305
207109184,5.489110321832413e-8,0.7022534608840942
260001280,1.7011152209089886e-10,5.831101417541504
266855600,0.08449335396289825,2.580214262008667
10863087,5.200743675231934,11.531002044677734
299945088,9.64025748118047e-10,4.522383689880371
41030712,1.8469670237664104e-7,7.697322845458984
396721440,4.867250936513301e-6,7.994116306304932
391901440,2.7529294399641913e-9,11.519477844238281
321043520,0.0017435671761631966,5.372925281524658
32050414,0.7230873107910156,0.7505410313606262
257396672,3.5024069688915915e-7,8.96838665008545
349055904,1.5526435692692075e-10,8.622479438781738
206469056,6.980950274737552e-6,0.7645552754402161
375035136,16.560346603393555,4.305410385131836
396723072,1.3260154219096876e-6,5.814602851867676
49595632,0.0765959843993187,11.312095642089844
183587632,8.57042869029101e-6,0.3652057647705078
326094720,1.267173588281878e-9,7.521051406860352
469967680,1.0548615314576182e-9,0.717754602432251
287589920,1.46425718772214e-10,3.959848642349243
147457328,1.6296105798119243e-8,4.337100028991699
123370040,0.0032412544824182987,4.950750350952148
197847856,3.13201642036438,5.014694690704346
67600232,0.26917997002601624,7.547420978546143
92231496,5.4596750731494836e-11,7.956897735595703
237928688,3.676577708944251e-9,7.829295635223389
391905280,3.4686076927359366e-11,11.01075553894043
219222672,5.213993858887989e-7,11.911916732788086
10762631,0.002601438667625189,10.068106651306152
3886331,2.5137989467793886e-8,10.559639930725098
391927840,5.606116246781312e-7,0.3550034761428833
100990408,1.0379745951638597e-8,10.84140396118164
37652672,0.0007744391332380474,12.410453796386719
122541424,0.18926404416561127,4.974737167358398
220523712,2.751525300936919e-7,10.352270126342773
140431600,9.596380579068864e-9,1.7653913497924805
31799976,0.00011195457773283124,1.0631176233291626
37747740,2.5461843744523094e-9,5.392662048339844
220526096,0.040165066719055176,10.671100616455078
350840352,0.10593969374895096,10.997919082641602
339768960,1.8824222181024197e-9,7.653827667236328
32153164,4.8802466068309514e-8,3.2156810760498047
284083584,1.39354128236846e-7,12.41666030883789
278729408,2.417621908534784e-5,0.3366782069206238
70515088,2.8094913548382117e-12,7.770795822143555
229100480,1.3136630059307208e-6,13.779829025268555
123322576,3.671915393965719e-8,5.97373628616333
10803257,1.8725613415426778e-7,5.976723670959473
197891424,3.277322946360073e-8,0.6709050536155701
167720624,8.857967692676993e-9,0.38118860125541687
358402464,7.661654672119766e-5,7.492276191711426
142300528,5.185580675970414e-8,12.33210277557373
142107920,2.4391870745432698e-9,4.391653537750244
176936576,3.884051302804892e-9,0.6421322822570801
350296832,1.0574638054094976e-7,11.164129257202148
177253200,1.4290618537415867e-6,0.3642938733100891
344318976,9.573606796209333e-9,5.5596723556518555
350518528,6.188136415503746e-15,8.840757369995117
32266440,1.1621567637121188e-6,13.524991035461426
471014144,0.07275386154651642,4.687374114990234
293273184,7.418492486976902e-8,4.322667121887207
63905496,9.383197902934626e-5,0.3494850993156433
150029504,2.2717705050467885e-8,6.01569938659668
63898956,5.632433061619757e-11,7.983465194702148
32550970,6.801237795173165e-9,10.792728424072266
278897280,1.1122974541422082e-8,10.88667106628418
32052028,0.0007971620070748031,9.752652168273926
287427040,2.812538753005356e-7,0.7084841132164001
408016288,5.271061309031211e-5,0.34468382596969604
141096064,0.008571479469537735,13.044576644897461
164774672,1.9908706860860548e-7,12.675943374633789
166835568,8.404746040469036e-5,10.073141098022461
453081056,6.696785703752539e-7,12.564464569091797
300039872,4.481534779188223e-5,0.34199437499046326
91542288,5.22701490979216e-8,13.048929214477539
294871040,1.052608311624681e-8,1.3680309057235718
350480960,9.328394298790954e-6,0.3385350704193115
33862808,2.1331152399994835e-9,5.6776604652404785
350298944,1.2994801679155898e-8,10.78553581237793
308226784,1.3039379155088682e-5,0.9346084594726562
167697648,4.289156834147434e-7,10.233902931213379
33840972,2.98426954259412e-8,4.226492881774902
35664700,0.008699673227965832,9.39370059967041
201753696,4.9085673303750355e-9,0.3618130385875702
231060144,6.530155860495768e-10,0.37159115076065063
200747296,1.287827103624295e-6,8.062356948852539
271796480,1.3365590234570845e-7,14.02543830871582
279249440,1.1004456609953195e-5,9.462841033935547
150392752,3.447423457814125e-9,13.867379188537598
33596460,1.0001846551895142,9.652393341064453
279955264,0.006151287350803614,11.538692474365234
231090144,0.00017670476518105716,12.690739631652832
43397104,1.3384913177816316e-9,5.362190246582031
306824160,9.738627682054357e-8,5.302645683288574
398670464,9.421371214557439e-5,0.363929808139801
40104616,4.657197860069573e-5,1.3539674282073975
150099504,7.060109510348411e-7,0.3447987735271454
3836364,2.23451781522499e-8,6.01168966293335
197891456,4.5579042762255995e-8,0.31696590781211853
136844160,0.024564968422055244,4.949925422668457
25115972,0.0001746669295243919,5.724217891693115
268765632,5.255961355032923e-8,1.1152058839797974
339962144,6.474276597145945e-5,0.3371835947036743
167250272,1.4995463061495684e-5,0.34913578629493713
279511296,4.2931546317959146e-8,4.274665355682373
32535758,0.44485482573509216,1.4482738971710205
279052768,9.490137564682755e-9,0.6508598327636719
369395744,9.264179425372276e-6,2.45928955078125
300327680,4.353195436124224e-6,10.079858779907227
149914704,5.332440267125094e-9,11.067790985107422
72749800,0.025685911998152733,9.42192268371582
10802131,0.02816903218626976,13.164702415466309
164767168,9.584855433786288e-7,0.3339398503303528
419015296,2.3703305984668077e-8,0.7256934642791748
141269968,0.08843620866537094,5.195914268493652
237932352,1.3499640294512005e-10,2.299532413482666
167339968,2.9582805094463538e-9,7.031306743621826
32420866,1.1925566090198458e-9,11.4143648147583
25155664,2.5892102257785155e-6,9.788476943969727
198034176,4.915496560897736e-7,14.984845161437988
382267232,3.2692489185137674e-5,14.754369735717773
97469968,3.0539812456709114e-8,6.486388683319092
200724768,1.5957258625576287e-8,0.3528210520744324
279251872,5.597877134277951e-6,6.7939958572387695
142170720,3.604321136663202e-6,1.2407371997833252
150189072,8.47248884383589e-7,13.075050354003906
197806608,2.9336300499949175e-8,11.007086753845215
301050528,5.845534900572602e-8,0.8149507641792297
207202128,1.6527877960470505e-5,0.7128666043281555
